input_cif,action_prompt,output_cif
input_cifs\mp-1037450.cif,Add Mo at [6.65786835 5.97010455 3.06754574] to the cif file.,output_cifs\add_atom_action\mp-1037450_processed.cif
input_cifs\mp-1038247.cif,Add Ne at [2.31771778 1.25595208 3.25226545] to the cif file.,output_cifs\add_atom_action\mp-1038247_processed.cif
input_cifs\mp-1038590.cif,Add Ba at [7.83682535 0.62123566 7.23090344] to the cif file.,output_cifs\add_atom_action\mp-1038590_processed.cif
input_cifs\mp-1038638.cif,Add U at [8.04188761 2.8337883  7.01111872] to the cif file.,output_cifs\add_atom_action\mp-1038638_processed.cif
input_cifs\mp-1039951.cif,Add Pm at [8.62309054 3.23661016 8.33682806] to the cif file.,output_cifs\add_atom_action\mp-1039951_processed.cif
input_cifs\mp-1040370.cif,Add In at [3.62640938 7.75812832 6.87842909] to the cif file.,output_cifs\add_atom_action\mp-1040370_processed.cif
input_cifs\mp-1041045.cif,Add Hs at [13.55537862  3.55570638 10.89730811] to the cif file.,output_cifs\add_atom_action\mp-1041045_processed.cif
input_cifs\mp-1041056.cif,Add U at [1.12979306 8.66016141 0.44879296] to the cif file.,output_cifs\add_atom_action\mp-1041056_processed.cif
input_cifs\mp-1041213.cif,Add Au at [5.08975485 6.47051213 2.93649027] to the cif file.,output_cifs\add_atom_action\mp-1041213_processed.cif
input_cifs\mp-1042028.cif,Add Ts at [0.42918925 1.60019182 1.69799588] to the cif file.,output_cifs\add_atom_action\mp-1042028_processed.cif
input_cifs\mp-1042158.cif,Add Pb at [4.25647298 1.96197633 2.87634317] to the cif file.,output_cifs\add_atom_action\mp-1042158_processed.cif
input_cifs\mp-1042205.cif,Add I at [4.74798512 5.36114555 6.71075529] to the cif file.,output_cifs\add_atom_action\mp-1042205_processed.cif
input_cifs\mp-1042378.cif,Add Pb at [ 4.14326952  1.50340755 11.91826236] to the cif file.,output_cifs\add_atom_action\mp-1042378_processed.cif
input_cifs\mp-1042415.cif,Add Sr at [0.35708675 8.75780863 0.26565648] to the cif file.,output_cifs\add_atom_action\mp-1042415_processed.cif
input_cifs\mp-1042656.cif,Add Ag at [0.01126167 2.12890041 3.71051928] to the cif file.,output_cifs\add_atom_action\mp-1042656_processed.cif
input_cifs\mp-1042677.cif,Add Al at [2.14441459 5.71018606 0.30177315] to the cif file.,output_cifs\add_atom_action\mp-1042677_processed.cif
input_cifs\mp-1042685.cif,Add Dy at [4.77183179 8.23551651 9.56612274] to the cif file.,output_cifs\add_atom_action\mp-1042685_processed.cif
input_cifs\mp-1042896.cif,Add Co at [7.02658877 2.13510117 3.65202763] to the cif file.,output_cifs\add_atom_action\mp-1042896_processed.cif
input_cifs\mp-1043828.cif,Add Pr at [13.60685685  7.92387963  5.06019891] to the cif file.,output_cifs\add_atom_action\mp-1043828_processed.cif
input_cifs\mp-1044049.cif,Add Ra at [ 0.21963383  4.40010269 10.46155473] to the cif file.,output_cifs\add_atom_action\mp-1044049_processed.cif
input_cifs\mp-1044636.cif,Add Ho at [ 4.16924342  1.31119487 10.35355823] to the cif file.,output_cifs\add_atom_action\mp-1044636_processed.cif
input_cifs\mp-1045786.cif,Add N at [4.39642802 3.26528373 7.18136486] to the cif file.,output_cifs\add_atom_action\mp-1045786_processed.cif
input_cifs\mp-1045992.cif,Add Og at [1.45256943 0.31609168 0.58116328] to the cif file.,output_cifs\add_atom_action\mp-1045992_processed.cif
input_cifs\mp-1046286.cif,Add Pd at [7.35999601 2.37298404 0.91814794] to the cif file.,output_cifs\add_atom_action\mp-1046286_processed.cif
input_cifs\mp-1047007.cif,Add Pu at [1.80606583 2.53875692 3.51009221] to the cif file.,output_cifs\add_atom_action\mp-1047007_processed.cif
input_cifs\mp-1047085.cif,Add Pd at [9.96511594 6.48928432 0.05174682] to the cif file.,output_cifs\add_atom_action\mp-1047085_processed.cif
input_cifs\mp-1047504.cif,Add Ta at [0.30050039 4.26043254 1.4573856 ] to the cif file.,output_cifs\add_atom_action\mp-1047504_processed.cif
input_cifs\mp-1047641.cif,Add Ir at [4.17032158 0.47018347 6.45643088] to the cif file.,output_cifs\add_atom_action\mp-1047641_processed.cif
input_cifs\mp-1047798.cif,Add Li at [2.77290328 2.76956847 0.04477391] to the cif file.,output_cifs\add_atom_action\mp-1047798_processed.cif
input_cifs\mp-1048141.cif,Add Md at [0.61177157 2.90665369 6.72836926] to the cif file.,output_cifs\add_atom_action\mp-1048141_processed.cif
input_cifs\mp-1048241.cif,Add Na at [1.77676463 6.79121338 8.28749799] to the cif file.,output_cifs\add_atom_action\mp-1048241_processed.cif
input_cifs\mp-1048742.cif,Add Cd at [ 4.03181305 -0.6582069   3.55258109] to the cif file.,output_cifs\add_atom_action\mp-1048742_processed.cif
input_cifs\mp-1048819.cif,Add Li at [2.58548218 4.4583031  1.15741836] to the cif file.,output_cifs\add_atom_action\mp-1048819_processed.cif
input_cifs\mp-10543.cif,Add Mn at [1.41927121 2.97703688 7.30848203] to the cif file.,output_cifs\add_atom_action\mp-10543_processed.cif
input_cifs\mp-1073454.cif,Add Mg at [3.40587773 2.72494738 8.58341117] to the cif file.,output_cifs\add_atom_action\mp-1073454_processed.cif
input_cifs\mp-1073857.cif,Add Ne at [0.31660313 1.19522425 7.80942583] to the cif file.,output_cifs\add_atom_action\mp-1073857_processed.cif
input_cifs\mp-1074382.cif,Add Lu at [0.72771382 3.99723249 4.01257892] to the cif file.,output_cifs\add_atom_action\mp-1074382_processed.cif
input_cifs\mp-1075115.cif,Add Sg at [-0.29619325  4.09802197  2.29688989] to the cif file.,output_cifs\add_atom_action\mp-1075115_processed.cif
input_cifs\mp-1076171.cif,Add Fl at [3.85385455 4.81318355 0.7940669 ] to the cif file.,output_cifs\add_atom_action\mp-1076171_processed.cif
input_cifs\mp-1076264.cif,Add U at [4.60455148 5.09455066 2.14948554] to the cif file.,output_cifs\add_atom_action\mp-1076264_processed.cif
input_cifs\mp-1080179.cif,Add Pt at [1.86047509 0.06016445 6.00077241] to the cif file.,output_cifs\add_atom_action\mp-1080179_processed.cif
input_cifs\mp-1080349.cif,Add Cl at [1.52866291 0.38354414 1.80426429] to the cif file.,output_cifs\add_atom_action\mp-1080349_processed.cif
input_cifs\mp-1080354.cif,Add Og at [-2.86322647  0.0625096  17.68270862] to the cif file.,output_cifs\add_atom_action\mp-1080354_processed.cif
input_cifs\mp-1080713.cif,Add Cr at [0.49518532 5.1215949  2.682881  ] to the cif file.,output_cifs\add_atom_action\mp-1080713_processed.cif
input_cifs\mp-1094804.cif,Add I at [1.18815397 6.84158673 2.4883213 ] to the cif file.,output_cifs\add_atom_action\mp-1094804_processed.cif
input_cifs\mp-1095083.cif,Add Rb at [4.19587618 3.80974118 1.65835022] to the cif file.,output_cifs\add_atom_action\mp-1095083_processed.cif
input_cifs\mp-1095476.cif,Add Te at [2.89457805 5.57351022 5.35553503] to the cif file.,output_cifs\add_atom_action\mp-1095476_processed.cif
input_cifs\mp-1095575.cif,Add Li at [ 4.51840904 -0.6691276   1.59502059] to the cif file.,output_cifs\add_atom_action\mp-1095575_processed.cif
input_cifs\mp-1095585.cif,Add Og at [1.76627104 1.63306465 3.01192335] to the cif file.,output_cifs\add_atom_action\mp-1095585_processed.cif
input_cifs\mp-1095643.cif,Add Ni at [4.56967841 0.5082641  6.90936272] to the cif file.,output_cifs\add_atom_action\mp-1095643_processed.cif
input_cifs\mp-1095675.cif,Add Cf at [1.79953062 3.17943951 3.2420454 ] to the cif file.,output_cifs\add_atom_action\mp-1095675_processed.cif
input_cifs\mp-1095677.cif,Add Fl at [1.21325659 4.27736375 8.17662872] to the cif file.,output_cifs\add_atom_action\mp-1095677_processed.cif
input_cifs\mp-1096913.cif,Add Zr at [1.64888665 3.99366175 5.05862734] to the cif file.,output_cifs\add_atom_action\mp-1096913_processed.cif
input_cifs\mp-1099100.cif,Add In at [0.1763899  0.24982378 4.97775239] to the cif file.,output_cifs\add_atom_action\mp-1099100_processed.cif
input_cifs\mp-1100340.cif,Add Sm at [0.41715303 3.91315735 8.57366114] to the cif file.,output_cifs\add_atom_action\mp-1100340_processed.cif
input_cifs\mp-1100512.cif,Add Ar at [ 2.64565585  5.68017183 10.78774976] to the cif file.,output_cifs\add_atom_action\mp-1100512_processed.cif
input_cifs\mp-1100602.cif,Add Os at [2.15963373 8.62229741 2.83534517] to the cif file.,output_cifs\add_atom_action\mp-1100602_processed.cif
input_cifs\mp-1100645.cif,Add Pb at [1.24047791 0.44287081 7.27038249] to the cif file.,output_cifs\add_atom_action\mp-1100645_processed.cif
input_cifs\mp-1100655.cif,Add Mt at [ 9.10725244  1.67001003 12.30643331] to the cif file.,output_cifs\add_atom_action\mp-1100655_processed.cif
input_cifs\mp-1100709.cif,Add Rh at [-2.01622815  1.40810116  6.56325318] to the cif file.,output_cifs\add_atom_action\mp-1100709_processed.cif
input_cifs\mp-1100895.cif,Add La at [7.58676316 0.17889955 5.52759622] to the cif file.,output_cifs\add_atom_action\mp-1100895_processed.cif
input_cifs\mp-1101365.cif,Add Sc at [5.41642414 6.77195972 8.70348272] to the cif file.,output_cifs\add_atom_action\mp-1101365_processed.cif
input_cifs\mp-1101490.cif,Add S at [8.05204239 7.65281163 3.08447215] to the cif file.,output_cifs\add_atom_action\mp-1101490_processed.cif
input_cifs\mp-1101729.cif,Add U at [0.11734222 3.28307439 8.01654713] to the cif file.,output_cifs\add_atom_action\mp-1101729_processed.cif
input_cifs\mp-1101899.cif,Add Sb at [1.42577437 1.22081921 0.85457999] to the cif file.,output_cifs\add_atom_action\mp-1101899_processed.cif
input_cifs\mp-1102433.cif,Add Hg at [1.56555656 5.20780294 2.07381527] to the cif file.,output_cifs\add_atom_action\mp-1102433_processed.cif
input_cifs\mp-1102534.cif,Add Th at [2.55931535 5.15693352 3.07408844] to the cif file.,output_cifs\add_atom_action\mp-1102534_processed.cif
input_cifs\mp-1102795.cif,Add Ta at [1.69972337 6.87856087 2.89823896] to the cif file.,output_cifs\add_atom_action\mp-1102795_processed.cif
input_cifs\mp-1102865.cif,Add Sg at [5.06221637 4.54502315 1.93776428] to the cif file.,output_cifs\add_atom_action\mp-1102865_processed.cif
input_cifs\mp-1102948.cif,Add Eu at [2.78555456 2.04210273 1.12842585] to the cif file.,output_cifs\add_atom_action\mp-1102948_processed.cif
input_cifs\mp-1102963.cif,Add Pb at [2.23013792 5.81508089 4.07208716] to the cif file.,output_cifs\add_atom_action\mp-1102963_processed.cif
input_cifs\mp-1103212.cif,Add Er at [1.29669786 0.96764728 1.55107778] to the cif file.,output_cifs\add_atom_action\mp-1103212_processed.cif
input_cifs\mp-1103303.cif,Add Bk at [ 1.86979951  2.21979962 11.71820807] to the cif file.,output_cifs\add_atom_action\mp-1103303_processed.cif
input_cifs\mp-1103651.cif,Add Sn at [0.61737685 3.12524286 1.98334461] to the cif file.,output_cifs\add_atom_action\mp-1103651_processed.cif
input_cifs\mp-1104386.cif,Add Fe at [6.14841115 1.52458281 4.17432024] to the cif file.,output_cifs\add_atom_action\mp-1104386_processed.cif
input_cifs\mp-1104404.cif,Add Fe at [6.7526976  2.83524509 2.9107657 ] to the cif file.,output_cifs\add_atom_action\mp-1104404_processed.cif
input_cifs\mp-1104448.cif,Add Mt at [2.81674541 1.61958914 0.75753365] to the cif file.,output_cifs\add_atom_action\mp-1104448_processed.cif
input_cifs\mp-1105372.cif,Add Sg at [0.736184   1.82865487 2.87225813] to the cif file.,output_cifs\add_atom_action\mp-1105372_processed.cif
input_cifs\mp-1105581.cif,Add Co at [4.53173856 4.21779938 7.5167931 ] to the cif file.,output_cifs\add_atom_action\mp-1105581_processed.cif
input_cifs\mp-1105587.cif,Add Br at [4.15921694 1.72930891 1.44169489] to the cif file.,output_cifs\add_atom_action\mp-1105587_processed.cif
input_cifs\mp-1105631.cif,Add Er at [3.78189221 0.72610818 3.99850784] to the cif file.,output_cifs\add_atom_action\mp-1105631_processed.cif
input_cifs\mp-1105736.cif,Add Rb at [2.84698535 1.32820778 5.46052912] to the cif file.,output_cifs\add_atom_action\mp-1105736_processed.cif
input_cifs\mp-1105952.cif,Add K at [0.3327164  8.63599577 2.37025988] to the cif file.,output_cifs\add_atom_action\mp-1105952_processed.cif
input_cifs\mp-1105985.cif,Add Mg at [19.25187946  3.92481323  6.29987786] to the cif file.,output_cifs\add_atom_action\mp-1105985_processed.cif
input_cifs\mp-1106159.cif,Add Mg at [ 1.86485086 -2.24256431  5.00024602] to the cif file.,output_cifs\add_atom_action\mp-1106159_processed.cif
input_cifs\mp-1110626.cif,Add Bi at [5.33457339 2.87765578 3.44357475] to the cif file.,output_cifs\add_atom_action\mp-1110626_processed.cif
input_cifs\mp-1110754.cif,Add Hf at [11.11357862  2.41208352  4.63714437] to the cif file.,output_cifs\add_atom_action\mp-1110754_processed.cif
input_cifs\mp-1111211.cif,Add Ho at [9.18129679 4.30616476 0.98323777] to the cif file.,output_cifs\add_atom_action\mp-1111211_processed.cif
input_cifs\mp-1111610.cif,Add Db at [5.46307469 1.96253606 0.86110512] to the cif file.,output_cifs\add_atom_action\mp-1111610_processed.cif
input_cifs\mp-1111940.cif,Add Xe at [6.94105492 2.99764965 2.43465759] to the cif file.,output_cifs\add_atom_action\mp-1111940_processed.cif
input_cifs\mp-1112257.cif,Add At at [8.27216625 5.08787719 1.8010407 ] to the cif file.,output_cifs\add_atom_action\mp-1112257_processed.cif
input_cifs\mp-1112416.cif,Add Si at [9.51110716 3.40068645 4.08296832] to the cif file.,output_cifs\add_atom_action\mp-1112416_processed.cif
input_cifs\mp-11143.cif,Add F at [3.32122825 0.42176853 4.36684904] to the cif file.,output_cifs\add_atom_action\mp-11143_processed.cif
input_cifs\mp-11145.cif,Add Mc at [4.28706666 5.37898336 2.89185912] to the cif file.,output_cifs\add_atom_action\mp-11145_processed.cif
input_cifs\mp-1120749.cif,Add Te at [-0.94934424  4.19894705  6.17144898] to the cif file.,output_cifs\add_atom_action\mp-1120749_processed.cif
input_cifs\mp-11250.cif,Add Pm at [1.29541359 2.09599739 1.18406891] to the cif file.,output_cifs\add_atom_action\mp-11250_processed.cif
input_cifs\mp-1157680.cif,Add Nh at [6.56480243 0.78252773 1.62310371] to the cif file.,output_cifs\add_atom_action\mp-1157680_processed.cif
input_cifs\mp-1173361.cif,Add Sc at [-0.94038728  1.12547185  6.62396216] to the cif file.,output_cifs\add_atom_action\mp-1173361_processed.cif
input_cifs\mp-1173548.cif,Add Ag at [ 3.64498041  1.68231675 10.59211323] to the cif file.,output_cifs\add_atom_action\mp-1173548_processed.cif
input_cifs\mp-1173561.cif,Add Y at [11.01733854  2.61660473  1.86998672] to the cif file.,output_cifs\add_atom_action\mp-1173561_processed.cif
input_cifs\mp-1173706.cif,Add Cr at [3.03837772 4.57263047 1.8729491 ] to the cif file.,output_cifs\add_atom_action\mp-1173706_processed.cif
input_cifs\mp-1173883.cif,Add K at [ 0.52706445 -0.24479     2.5624469 ] to the cif file.,output_cifs\add_atom_action\mp-1173883_processed.cif
input_cifs\mp-1174010.cif,Add H at [0.28075765 1.58709644 8.01613917] to the cif file.,output_cifs\add_atom_action\mp-1174010_processed.cif
input_cifs\mp-1174079.cif,Add Br at [0.10209185 2.59995293 5.42001761] to the cif file.,output_cifs\add_atom_action\mp-1174079_processed.cif
input_cifs\mp-1174299.cif,Add Lv at [9.50168653 2.18848333 5.63305808] to the cif file.,output_cifs\add_atom_action\mp-1174299_processed.cif
input_cifs\mp-1174536.cif,Add Pm at [3.71533361 9.86141042 5.6206373 ] to the cif file.,output_cifs\add_atom_action\mp-1174536_processed.cif
input_cifs\mp-1174549.cif,Add Pt at [ 3.09046571  1.58624454 16.03683774] to the cif file.,output_cifs\add_atom_action\mp-1174549_processed.cif
input_cifs\mp-1174561.cif,Add Tb at [ 3.58321815  4.46883436 16.54603191] to the cif file.,output_cifs\add_atom_action\mp-1174561_processed.cif
input_cifs\mp-1174631.cif,Add Cr at [3.38462676 1.12222868 4.78407714] to the cif file.,output_cifs\add_atom_action\mp-1174631_processed.cif
input_cifs\mp-1174708.cif,Add Ag at [3.01930589 0.47052914 1.54103969] to the cif file.,output_cifs\add_atom_action\mp-1174708_processed.cif
input_cifs\mp-1175060.cif,Add Am at [-1.44238061  5.10167954  4.44187964] to the cif file.,output_cifs\add_atom_action\mp-1175060_processed.cif
input_cifs\mp-1175670.cif,Add Np at [6.35437064 7.15059462 2.20097419] to the cif file.,output_cifs\add_atom_action\mp-1175670_processed.cif
input_cifs\mp-1175676.cif,Add At at [4.83159484 3.60005621 3.32815337] to the cif file.,output_cifs\add_atom_action\mp-1175676_processed.cif
input_cifs\mp-1175716.cif,Add Fe at [13.84777788  5.3821983   3.7464837 ] to the cif file.,output_cifs\add_atom_action\mp-1175716_processed.cif
input_cifs\mp-1176074.cif,Add Ta at [3.64397108 3.80873849 8.80112817] to the cif file.,output_cifs\add_atom_action\mp-1176074_processed.cif
input_cifs\mp-1176243.cif,Add Mg at [3.02146156 3.9055792  1.02802051] to the cif file.,output_cifs\add_atom_action\mp-1176243_processed.cif
input_cifs\mp-1176471.cif,Add Re at [3.1416433  0.41678715 0.87152845] to the cif file.,output_cifs\add_atom_action\mp-1176471_processed.cif
input_cifs\mp-1176486.cif,Add Ne at [9.51479831 4.18834398 1.60524219] to the cif file.,output_cifs\add_atom_action\mp-1176486_processed.cif
input_cifs\mp-1176593.cif,Add H at [2.89112823 1.62137673 1.96799547] to the cif file.,output_cifs\add_atom_action\mp-1176593_processed.cif
input_cifs\mp-1176664.cif,Add Ne at [3.80961678 3.21374366 5.76414124] to the cif file.,output_cifs\add_atom_action\mp-1176664_processed.cif
input_cifs\mp-1176678.cif,Add As at [1.34499339 2.02209943 1.36441175] to the cif file.,output_cifs\add_atom_action\mp-1176678_processed.cif
input_cifs\mp-1176692.cif,Add Zr at [0.97324106 4.73916071 1.20632388] to the cif file.,output_cifs\add_atom_action\mp-1176692_processed.cif
input_cifs\mp-1176965.cif,Add Re at [ 2.86860369  6.04648366 10.95975213] to the cif file.,output_cifs\add_atom_action\mp-1176965_processed.cif
input_cifs\mp-1177279.cif,Add Lv at [0.77560002 0.30249391 8.57728171] to the cif file.,output_cifs\add_atom_action\mp-1177279_processed.cif
input_cifs\mp-1177537.cif,Add Tm at [-0.3300596   2.0603421   5.93078338] to the cif file.,output_cifs\add_atom_action\mp-1177537_processed.cif
input_cifs\mp-1177559.cif,Add Ds at [ 6.19482535  0.18440527 11.68046189] to the cif file.,output_cifs\add_atom_action\mp-1177559_processed.cif
input_cifs\mp-1177564.cif,Add In at [3.07401377 8.57509459 3.52628126] to the cif file.,output_cifs\add_atom_action\mp-1177564_processed.cif
input_cifs\mp-1177801.cif,Add Rh at [6.07318336 4.276004   9.87533202] to the cif file.,output_cifs\add_atom_action\mp-1177801_processed.cif
input_cifs\mp-1178026.cif,Add Ru at [-3.74953836  0.29228191  4.93428495] to the cif file.,output_cifs\add_atom_action\mp-1178026_processed.cif
input_cifs\mp-1178085.cif,Add Fr at [4.31319287 6.74888703 5.23389924] to the cif file.,output_cifs\add_atom_action\mp-1178085_processed.cif
input_cifs\mp-1178148.cif,Add Cd at [1.92481472 2.83687531 7.85822346] to the cif file.,output_cifs\add_atom_action\mp-1178148_processed.cif
input_cifs\mp-1178259.cif,Add Rn at [5.91003874 3.37327094 7.5787252 ] to the cif file.,output_cifs\add_atom_action\mp-1178259_processed.cif
input_cifs\mp-1178586.cif,Add Pa at [13.68142032  6.6714577   7.08384248] to the cif file.,output_cifs\add_atom_action\mp-1178586_processed.cif
input_cifs\mp-1180130.cif,Add Ge at [5.35799836 4.3717771  4.60016318] to the cif file.,output_cifs\add_atom_action\mp-1180130_processed.cif
input_cifs\mp-1180252.cif,Add La at [2.81310276 5.37177023 4.12466963] to the cif file.,output_cifs\add_atom_action\mp-1180252_processed.cif
input_cifs\mp-1180744.cif,Add Tl at [4.48870892 3.02513346 0.51519544] to the cif file.,output_cifs\add_atom_action\mp-1180744_processed.cif
input_cifs\mp-1180763.cif,Add Br at [ 3.2985805  -0.69611208  3.61511671] to the cif file.,output_cifs\add_atom_action\mp-1180763_processed.cif
input_cifs\mp-1181255.cif,Add P at [-3.15619993 10.52000557  3.92387057] to the cif file.,output_cifs\add_atom_action\mp-1181255_processed.cif
input_cifs\mp-1181584.cif,Add Ca at [25.20775216 -2.57921331  3.03470793] to the cif file.,output_cifs\add_atom_action\mp-1181584_processed.cif
input_cifs\mp-1182011.cif,Add H at [1.81723733 0.74658922 0.02357531] to the cif file.,output_cifs\add_atom_action\mp-1182011_processed.cif
input_cifs\mp-1182045.cif,Add Cm at [10.02401728  5.82600396  4.71228834] to the cif file.,output_cifs\add_atom_action\mp-1182045_processed.cif
input_cifs\mp-1182066.cif,Add Ru at [ 6.97624137 12.5081546   7.6070113 ] to the cif file.,output_cifs\add_atom_action\mp-1182066_processed.cif
input_cifs\mp-1182302.cif,Add Fl at [0.16452935 3.77726675 2.50673119] to the cif file.,output_cifs\add_atom_action\mp-1182302_processed.cif
input_cifs\mp-1182516.cif,Add Na at [0.58406009 5.38469682 4.38996653] to the cif file.,output_cifs\add_atom_action\mp-1182516_processed.cif
input_cifs\mp-1182952.cif,Add Rh at [-1.47560565  2.62358194  6.51819012] to the cif file.,output_cifs\add_atom_action\mp-1182952_processed.cif
input_cifs\mp-1182993.cif,Add Yb at [ 4.6967032  -0.74831121  1.41127612] to the cif file.,output_cifs\add_atom_action\mp-1182993_processed.cif
input_cifs\mp-1185691.cif,Add Cs at [ 4.17289707 10.86654539  6.9861309 ] to the cif file.,output_cifs\add_atom_action\mp-1185691_processed.cif
input_cifs\mp-1185729.cif,Add He at [-1.27622038  2.61372667  4.9323015 ] to the cif file.,output_cifs\add_atom_action\mp-1185729_processed.cif
input_cifs\mp-1185730.cif,Add C at [-0.79212991 -1.26831518  6.04855021] to the cif file.,output_cifs\add_atom_action\mp-1185730_processed.cif
input_cifs\mp-1186069.cif,Add Md at [-1.70429661  5.54814795  2.62976159] to the cif file.,output_cifs\add_atom_action\mp-1186069_processed.cif
input_cifs\mp-1188168.cif,Add Ne at [3.01248225 6.2438776  7.20926692] to the cif file.,output_cifs\add_atom_action\mp-1188168_processed.cif
input_cifs\mp-1188839.cif,Add Es at [ 0.21658307  0.38548815 22.18382512] to the cif file.,output_cifs\add_atom_action\mp-1188839_processed.cif
input_cifs\mp-1189137.cif,Add Tl at [9.55900562 5.22477374 1.20150298] to the cif file.,output_cifs\add_atom_action\mp-1189137_processed.cif
