input_cif_name,property,trend,prompt,origin_prop_value
mp-3532_sg_160_formula_CrAgSe2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_CrAgSe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.34131411
_cell_length_b   7.34131431
_cell_length_c   7.34131527
_cell_angle_alpha   29.47459481
_cell_angle_beta   29.47459402
_cell_angle_gamma   29.47459563
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrAgSe2
_chemical_formula_sum   'Cr1 Ag1 Se2'
_cell_volume   84.78312532
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  -0.00011694  -0.00011694  -0.00011694  1.0
  Ag  Ag1  1  0.15082652  0.15082652  0.15082652  1.0
  Se  Se2  1  0.27089067  0.27089067  0.27089067  1.0
  Se  Se3  1  0.73419875  0.73419875  0.73419875  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",0.4239
mp-3666_sg_161_formula_LiTaO3.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_LiTaO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.47684766
_cell_length_b   5.47684776
_cell_length_c   5.47684736
_cell_angle_alpha   55.89940507
_cell_angle_beta   55.89940795
_cell_angle_gamma   55.89941377
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTaO3
_chemical_formula_sum   'Li2 Ta2 O6'
_cell_volume   105.12489484
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.28322578  0.28322578  0.28322578  1.0
  Li  Li1  1  0.78322578  0.78322578  0.78322578  1.0
  Ta  Ta2  1  0.99946465  0.99946465  0.99946465  1.0
  Ta  Ta3  1  0.49946465  0.49946465  0.49946465  1.0
  O  O4  1  0.61431885  0.22446262  0.86672709  1.0
  O  O5  1  0.72446262  0.11431885  0.36672709  1.0
  O  O6  1  0.11431885  0.36672709  0.72446262  1.0
  O  O7  1  0.36672709  0.72446262  0.11431885  1.0
  O  O8  1  0.86672709  0.61431885  0.22446262  1.0
  O  O9  1  0.22446262  0.86672709  0.61431885  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",3.7003
mp-3751_sg_15_formula_AlTlF4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_AlTlF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.05795092
_cell_length_b   5.08707451
_cell_length_c   7.23565888
_cell_angle_alpha   110.07502882
_cell_angle_beta   110.45769743
_cell_angle_gamma   90.00000600
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlTlF4
_chemical_formula_sum   'Al2 Tl2 F8'
_cell_volume   162.30530237
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.50000000  0.50000000  -0.00000000  1.0
  Al  Al1  1  0.00000000  0.00000000  -0.00000000  1.0
  Tl  Tl2  1  0.73603274  0.25000000  0.50000000  1.0
  Tl  Tl3  1  0.26396726  0.75000000  0.50000000  1.0
  F  F4  1  0.70386920  0.64389049  0.27525140  1.0
  F  F5  1  0.92861780  0.85610951  0.72474860  1.0
  F  F6  1  0.29613080  0.35610951  0.72474860  1.0
  F  F7  1  0.07138120  0.14389049  0.27525140  1.0
  F  F8  1  0.23459989  0.73503874  0.04324649  1.0
  F  F9  1  0.69135439  0.76496126  0.95675351  1.0
  F  F10  1  0.76540011  0.26496126  0.95675351  1.0
  F  F11  1  0.30864561  0.23503874  0.04324649  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",4.433300000000001
mp-3838_sg_59_formula_Li5ReN4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Li5ReN4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86811796
_cell_length_b   6.60262490
_cell_length_c   6.67871045
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li5ReN4
_chemical_formula_sum   'Li10 Re2 N8'
_cell_volume   214.66949464
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.30390519  0.00000000  0.00000000  1.0
  Li  Li1  1  0.69609481  0.50000000  0.50000000  1.0
  Li  Li2  1  0.24403392  0.76361911  0.29989944  1.0
  Li  Li3  1  0.24403392  0.23638089  0.70010056  1.0
  Li  Li4  1  0.75596608  0.26361911  0.20010056  1.0
  Li  Li5  1  0.75596608  0.73638089  0.79989944  1.0
  Li  Li6  1  0.75596608  0.73638089  0.20010056  1.0
  Li  Li7  1  0.75596608  0.26361911  0.79989944  1.0
  Li  Li8  1  0.24403392  0.76361911  0.70010056  1.0
  Li  Li9  1  0.24403392  0.23638089  0.29989944  1.0
  Re  Re10  1  0.27768515  0.50000000  0.00000000  1.0
  Re  Re11  1  0.72231485  0.00000000  0.50000000  1.0
  N  N12  1  0.07259953  0.73116071  0.00000000  1.0
  N  N13  1  0.51790404  0.00000000  0.72962189  1.0
  N  N14  1  0.48209596  0.50000000  0.22962189  1.0
  N  N15  1  0.48209596  0.50000000  0.77037811  1.0
  N  N16  1  0.07259953  0.26883929  0.00000000  1.0
  N  N17  1  0.92740047  0.23116071  0.50000000  1.0
  N  N18  1  0.92740047  0.76883929  0.50000000  1.0
  N  N19  1  0.51790404  0.00000000  0.27037811  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",2.8473
mp-3881_sg_36_formula_BaZnF4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_BaZnF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22420674
_cell_length_b   5.84499073
_cell_length_c   7.54530467
_cell_angle_alpha   90.00000000
_cell_angle_beta   106.25560401
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaZnF4
_chemical_formula_sum   'Ba2 Zn2 F8'
_cell_volume   178.84927126
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.85454513  0.96284270  0.70909026  1.0
  Ba  Ba1  1  0.14545487  0.46284270  0.29090974  1.0
  Zn  Zn2  1  0.41206361  0.50001728  0.82412621  1.0
  Zn  Zn3  1  0.58793639  0.00001728  0.17587379  1.0
  F  F4  1  0.92374024  0.51041810  0.84748149  1.0
  F  F5  1  0.07625976  0.01041810  0.15251851  1.0
  F  F6  1  0.47194341  0.82256522  0.94388581  1.0
  F  F7  1  0.52805659  0.32256522  0.05611419  1.0
  F  F8  1  0.69870073  0.20199440  0.39740245  1.0
  F  F9  1  0.30129927  0.70199440  0.60259755  1.0
  F  F10  1  0.66919951  0.73064130  0.33839802  1.0
  F  F11  1  0.33080049  0.23064130  0.66160198  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",4.5489
mp-3934_sg_31_formula_Cu3PS4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Cu3PS4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.03301481
_cell_length_b   6.28028061
_cell_length_c   7.21836939
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cu3PS4
_chemical_formula_sum   'Cu6 P2 S8'
_cell_volume   273.49698500
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.91090179  0.82445531  0.25094645  1.0
  Cu  Cu1  1  0.41090179  0.17554469  0.24905355  1.0
  Cu  Cu2  1  0.41090179  0.17554469  0.75094645  1.0
  Cu  Cu3  1  0.91090179  0.82445531  0.74905355  1.0
  Cu  Cu4  1  0.40687546  0.65222846  0.50000000  1.0
  Cu  Cu5  1  0.90687546  0.34777154  -0.00000000  1.0
  P  P6  1  0.40147028  0.67475824  -0.00000000  1.0
  P  P7  1  0.90147028  0.32524176  0.50000000  1.0
  S  S8  1  0.28605210  0.83171335  0.76330372  1.0
  S  S9  1  0.78605210  0.16828665  0.73669628  1.0
  S  S10  1  0.78290427  0.63525603  0.50000000  1.0
  S  S11  1  0.28290427  0.36474397  -0.00000000  1.0
  S  S12  1  0.78605210  0.16828665  0.26330372  1.0
  S  S13  1  0.28605210  0.83171335  0.23669628  1.0
  S  S14  1  0.74559922  0.67761745  -0.00000000  1.0
  S  S15  1  0.24559922  0.32238255  0.50000000  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",1.0202
mp-4009_sg_63_formula_BaPdS2.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_BaPdS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.65901306
_cell_length_b   6.38842382
_cell_length_c   6.38842362
_cell_angle_alpha   115.32727009
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaPdS2
_chemical_formula_sum   'Ba2 Pd2 S4'
_cell_volume   208.75574740
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.75000000  0.34854912  0.65145088  1.0
  Ba  Ba1  1  0.25000000  0.65145088  0.34854912  1.0
  Pd  Pd2  1  0.50000000  -0.00000000  -0.00000000  1.0
  Pd  Pd3  1  -0.00000000  -0.00000000  -0.00000000  1.0
  S  S4  1  0.75000000  0.85884041  0.67020367  1.0
  S  S5  1  0.25000000  0.14115959  0.32979633  1.0
  S  S6  1  0.75000000  0.32979633  0.14115959  1.0
  S  S7  1  0.25000000  0.67020367  0.85884041  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.3649
mp-4043_sg_215_formula_NbCu3Se4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_NbCu3Se4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.66526997
_cell_length_b   5.66526997
_cell_length_c   5.66526997
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbCu3Se4
_chemical_formula_sum   'Nb1 Cu3 Se4'
_cell_volume   181.82844768
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  -0.00000000  -0.00000000  -0.00000000  1.0
  Cu  Cu1  1  0.50000000  -0.00000000  -0.00000000  1.0
  Cu  Cu2  1  -0.00000000  -0.00000000  0.50000000  1.0
  Cu  Cu3  1  -0.00000000  0.50000000  -0.00000000  1.0
  Se  Se4  1  0.25007292  0.25007292  0.25007292  1.0
  Se  Se5  1  0.74992708  0.74992708  0.25007292  1.0
  Se  Se6  1  0.74992708  0.25007292  0.74992708  1.0
  Se  Se7  1  0.25007292  0.74992708  0.74992708  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",1.3604
mp-4117_sg_37_formula_Li2Si2O5.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Li2Si2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.76947858
_cell_length_b   5.79075704
_cell_length_c   7.85954847
_cell_angle_alpha   111.61634732
_cell_angle_beta   89.99658948
_cell_angle_gamma   90.00923973
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Si2O5
_chemical_formula_sum   'Li4 Si4 O10'
_cell_volume   201.80564733
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.59453239  0.70526832  0.11468048  1.0
  Li  Li1  1  0.09453239  0.59058784  0.88531952  1.0
  Li  Li2  1  0.09471422  0.40229409  0.11435086  1.0
  Li  Li3  1  0.59471422  0.28794322  0.88564914  1.0
  Si  Si4  1  0.09458141  0.98865368  0.29547092  1.0
  Si  Si5  1  0.09459775  0.00512409  0.70448957  1.0
  Si  Si6  1  0.59459775  0.30063452  0.29551043  1.0
  Si  Si7  1  0.59458141  0.69318076  0.70452908  1.0
  O  O8  1  0.49798387  0.39944095  0.14213392  1.0
  O  O9  1  0.99798387  0.25730603  0.85786608  1.0
  O  O10  1  0.53635748  0.49699489  0.49997575  1.0
  O  O11  1  0.49813575  0.59418538  0.85786428  1.0
  O  O12  1  0.03635748  0.99701914  0.50002425  1.0
  O  O13  1  0.93105625  0.76467802  0.72554005  1.0
  O  O14  1  0.43105625  0.03913797  0.27445995  1.0
  O  O15  1  0.43104388  0.95468189  0.72553278  1.0
  O  O16  1  0.93104388  0.22915011  0.27446722  1.0
  O  O17  1  0.99813575  0.73632010  0.14213572  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",5.154
mp-4236_sg_152_formula_BaZnO2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_BaZnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.90980663
_cell_length_b   5.90980643
_cell_length_c   6.75263671
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000104
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaZnO2
_chemical_formula_sum   'Ba3 Zn3 O6'
_cell_volume   204.24457975
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.65403572  0.00000000  0.83333300  1.0
  Ba  Ba1  1  -0.00000000  0.65403572  0.16666700  1.0
  Ba  Ba2  1  0.34596428  0.34596428  0.50000000  1.0
  Zn  Zn3  1  0.41623821  0.41623821  0.00000000  1.0
  Zn  Zn4  1  -0.00000000  0.58376179  0.66666700  1.0
  Zn  Zn5  1  0.58376179  0.00000000  0.33333300  1.0
  O  O6  1  0.12940896  0.42522116  0.87324555  1.0
  O  O7  1  0.57477884  0.70418881  0.20657855  1.0
  O  O8  1  0.29581119  0.87059104  0.53991255  1.0
  O  O9  1  0.70418881  0.57477884  0.79342145  1.0
  O  O10  1  0.42522116  0.12940896  0.12675445  1.0
  O  O11  1  0.87059104  0.29581119  0.46008745  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",2.2724
mp-4406_sg_63_formula_CaSO4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_CaSO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67136498
_cell_length_b   4.67136581
_cell_length_c   7.00520065
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   96.80537999
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaSO4
_chemical_formula_sum   'Ca2 S2 O8'
_cell_volume   151.78804115
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.35095202  0.35095202  0.75000000  1.0
  Ca  Ca1  1  0.64904798  0.64904798  0.25000000  1.0
  S  S2  1  0.84766311  0.84766311  0.75000000  1.0
  S  S3  1  0.15233689  0.15233689  0.25000000  1.0
  O  O4  1  0.15852505  0.81840855  0.75000000  1.0
  O  O5  1  0.84147495  0.18159145  0.25000000  1.0
  O  O6  1  0.81840855  0.15852505  0.75000000  1.0
  O  O7  1  0.18159145  0.84147495  0.25000000  1.0
  O  O8  1  0.29483199  0.29483199  0.08153031  1.0
  O  O9  1  0.70516801  0.70516801  0.58153031  1.0
  O  O10  1  0.29483199  0.29483199  0.41846969  1.0
  O  O11  1  0.70516801  0.70516801  0.91846969  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",5.9508
mp-4514_sg_161_formula_NaNbO3.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_NaNbO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.61719857
_cell_length_b   5.61719808
_cell_length_c   5.61719816
_cell_angle_alpha   58.72980802
_cell_angle_beta   58.72981109
_cell_angle_gamma   58.72980534
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaNbO3
_chemical_formula_sum   'Na2 Nb2 O6'
_cell_volume   121.69003757
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.27565789  0.27565789  0.27565789  1.0
  Na  Na1  1  0.77565789  0.77565789  0.77565789  1.0
  Nb  Nb2  1  0.01291650  0.01291650  0.01291650  1.0
  Nb  Nb3  1  0.51291650  0.51291650  0.51291650  1.0
  O  O4  1  0.24205233  0.82506483  0.67280745  1.0
  O  O5  1  0.82506483  0.67280745  0.24205233  1.0
  O  O6  1  0.67280745  0.24205233  0.82506483  1.0
  O  O7  1  0.17280745  0.32506483  0.74205233  1.0
  O  O8  1  0.74205233  0.17280745  0.32506483  1.0
  O  O9  1  0.32506483  0.74205233  0.17280745  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",2.5048
mp-4691_sg_11_formula_Ag2CO3.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Ag2CO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.16808669
_cell_length_b   4.91520040
_cell_length_c   9.65844039
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   93.95237961
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2CO3
_chemical_formula_sum   'Ag4 C2 O6'
_cell_volume   150.04142135
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.23950217  0.20072687  0.42897651  1.0
  Ag  Ag1  1  0.76049783  0.79927313  0.92897651  1.0
  Ag  Ag2  1  0.76049783  0.79927313  0.57102349  1.0
  Ag  Ag3  1  0.23950217  0.20072687  0.07102349  1.0
  C  C4  1  0.80903467  0.71376560  0.25000000  1.0
  C  C5  1  0.19096533  0.28623440  0.75000000  1.0
  O  O6  1  0.28159615  0.40770614  0.86544446  1.0
  O  O7  1  0.71840385  0.59229386  0.36544446  1.0
  O  O8  1  -0.00677486  0.95858453  0.25000000  1.0
  O  O9  1  0.00677486  0.04141547  0.75000000  1.0
  O  O10  1  0.28159615  0.40770614  0.63455554  1.0
  O  O11  1  0.71840385  0.59229386  0.13455554  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",0.4736
