input_cif,action_prompt,output_cif
mp-1029368.cif,Delete all atoms within 1.6801419765575598 of the atom at index 9 in the cif file.,mp-1029368_processed.cif
mp-1031131.cif,Delete all atoms within 1.9178898498511876 of the atom at index 2 in the cif file.,mp-1031131_processed.cif
mp-1032360.cif,Delete all atoms within 2.0540027312557068 of the atom at index 1 in the cif file.,mp-1032360_processed.cif
mp-1033383.cif,Delete all atoms within 1.606291908363699 of the atom at index 9 in the cif file.,mp-1033383_processed.cif
mp-1034355.cif,Delete all atoms within 2.184850098259731 of the atom at index 26 in the cif file.,mp-1034355_processed.cif
mp-1035597.cif,Delete all atoms within 3.023363633670092 of the atom at index 4 in the cif file.,mp-1035597_processed.cif
mp-1035800.cif,Delete all atoms within 2.953598538014928 of the atom at index 8 in the cif file.,mp-1035800_processed.cif
mp-1037450.cif,Delete all atoms within 3.259680721453768 of the atom at index 14 in the cif file.,mp-1037450_processed.cif
mp-1038247.cif,Delete all atoms within 1.8387123795288884 of the atom at index 19 in the cif file.,mp-1038247_processed.cif
mp-1038590.cif,Delete all atoms within 2.6526128637066986 of the atom at index 56 in the cif file.,mp-1038590_processed.cif
mp-1038638.cif,Delete all atoms within 2.2326136488185986 of the atom at index 33 in the cif file.,mp-1038638_processed.cif
mp-1039951.cif,Delete all atoms within 3.0385876646007093 of the atom at index 17 in the cif file.,mp-1039951_processed.cif
mp-1040370.cif,Delete all atoms within 1.7616895877543133 of the atom at index 29 in the cif file.,mp-1040370_processed.cif
mp-1041045.cif,Delete all atoms within 2.823116758281127 of the atom at index 21 in the cif file.,mp-1041045_processed.cif
mp-1041056.cif,Delete all atoms within 1.9225808657071735 of the atom at index 32 in the cif file.,mp-1041056_processed.cif
mp-1041213.cif,Delete all atoms within 3.9150074890636235 of the atom at index 10 in the cif file.,mp-1041213_processed.cif
mp-1042028.cif,Delete all atoms within 1.8429537874270234 of the atom at index 4 in the cif file.,mp-1042028_processed.cif
mp-1042158.cif,Delete all atoms within 2.614291976515977 of the atom at index 12 in the cif file.,mp-1042158_processed.cif
mp-1042205.cif,Delete all atoms within 2.226704244372712 of the atom at index 17 in the cif file.,mp-1042205_processed.cif
mp-1042378.cif,Delete all atoms within 2.7103450904223303 of the atom at index 48 in the cif file.,mp-1042378_processed.cif
mp-1042415.cif,Delete all atoms within 2.8906880901439407 of the atom at index 38 in the cif file.,mp-1042415_processed.cif
mp-1042656.cif,Delete all atoms within 3.514555260307641 of the atom at index 6 in the cif file.,mp-1042656_processed.cif
mp-1042677.cif,Delete all atoms within 2.2467979697846037 of the atom at index 14 in the cif file.,mp-1042677_processed.cif
mp-1042685.cif,Delete all atoms within 3.1666316099936833 of the atom at index 73 in the cif file.,mp-1042685_processed.cif
mp-1042896.cif,Delete all atoms within 3.961094233514153 of the atom at index 0 in the cif file.,mp-1042896_processed.cif
mp-1043828.cif,Delete all atoms within 2.5800663681660705 of the atom at index 16 in the cif file.,mp-1043828_processed.cif
mp-1044049.cif,Delete all atoms within 3.822071212508646 of the atom at index 0 in the cif file.,mp-1044049_processed.cif
mp-1044636.cif,Delete all atoms within 2.554215668025721 of the atom at index 46 in the cif file.,mp-1044636_processed.cif
mp-1045786.cif,Delete all atoms within 2.7124279202578276 of the atom at index 11 in the cif file.,mp-1045786_processed.cif
mp-1045992.cif,Delete all atoms within 3.7237524679494496 of the atom at index 1 in the cif file.,mp-1045992_processed.cif
mp-1046286.cif,Delete all atoms within 3.3096039800358854 of the atom at index 14 in the cif file.,mp-1046286_processed.cif
mp-1047007.cif,Delete all atoms within 2.611786201532685 of the atom at index 7 in the cif file.,mp-1047007_processed.cif
mp-1047085.cif,Delete all atoms within 2.2309324390574354 of the atom at index 15 in the cif file.,mp-1047085_processed.cif
mp-1047504.cif,Delete all atoms within 3.3929182011776637 of the atom at index 9 in the cif file.,mp-1047504_processed.cif
mp-1047641.cif,Delete all atoms within 1.8995278767868713 of the atom at index 1 in the cif file.,mp-1047641_processed.cif
mp-1047798.cif,Delete all atoms within 2.7184389811633767 of the atom at index 23 in the cif file.,mp-1047798_processed.cif
mp-1048141.cif,Delete all atoms within 3.305020420626162 of the atom at index 20 in the cif file.,mp-1048141_processed.cif
mp-1048241.cif,Delete all atoms within 1.9055474626877649 of the atom at index 10 in the cif file.,mp-1048241_processed.cif
mp-1048742.cif,Delete all atoms within 2.86667030025415 of the atom at index 1 in the cif file.,mp-1048742_processed.cif
mp-1048819.cif,Delete all atoms within 1.81402846103633 of the atom at index 33 in the cif file.,mp-1048819_processed.cif
mp-10543.cif,Delete all atoms within 1.6307588581071792 of the atom at index 4 in the cif file.,mp-10543_processed.cif
mp-1073454.cif,Delete all atoms within 3.3997434209501716 of the atom at index 15 in the cif file.,mp-1073454_processed.cif
mp-1073857.cif,Delete all atoms within 2.06556638336536 of the atom at index 4 in the cif file.,mp-1073857_processed.cif
mp-1074382.cif,Delete all atoms within 2.0439984191619525 of the atom at index 7 in the cif file.,mp-1074382_processed.cif
mp-1075115.cif,Delete all atoms within 2.181619718813353 of the atom at index 13 in the cif file.,mp-1075115_processed.cif
mp-1076171.cif,Delete all atoms within 2.230919863236916 of the atom at index 1 in the cif file.,mp-1076171_processed.cif
mp-1076264.cif,Delete all atoms within 2.3200851432202176 of the atom at index 16 in the cif file.,mp-1076264_processed.cif
mp-1080179.cif,Delete all atoms within 1.8921145414290788 of the atom at index 6 in the cif file.,mp-1080179_processed.cif
mp-1080349.cif,Delete all atoms within 3.849099926850524 of the atom at index 3 in the cif file.,mp-1080349_processed.cif
mp-1080354.cif,Delete all atoms within 2.29669440921818 of the atom at index 11 in the cif file.,mp-1080354_processed.cif
mp-1080713.cif,Delete all atoms within 2.3689696751124396 of the atom at index 5 in the cif file.,mp-1080713_processed.cif
mp-1094804.cif,Delete all atoms within 2.066481243975927 of the atom at index 0 in the cif file.,mp-1094804_processed.cif
mp-1095083.cif,Delete all atoms within 3.603653358979272 of the atom at index 7 in the cif file.,mp-1095083_processed.cif
mp-1095476.cif,Delete all atoms within 2.7768957730829706 of the atom at index 1 in the cif file.,mp-1095476_processed.cif
mp-1095575.cif,Delete all atoms within 1.9221081824737591 of the atom at index 8 in the cif file.,mp-1095575_processed.cif
mp-1095585.cif,Delete all atoms within 2.679852704486435 of the atom at index 9 in the cif file.,mp-1095585_processed.cif
mp-1095643.cif,Delete all atoms within 1.8211866866639246 of the atom at index 2 in the cif file.,mp-1095643_processed.cif
mp-1095675.cif,Delete all atoms within 3.35554510001415 of the atom at index 10 in the cif file.,mp-1095675_processed.cif
mp-1095677.cif,Delete all atoms within 2.4742132127549947 of the atom at index 3 in the cif file.,mp-1095677_processed.cif
mp-1096913.cif,Delete all atoms within 2.7764426794479893 of the atom at index 9 in the cif file.,mp-1096913_processed.cif
mp-1099100.cif,Delete all atoms within 1.765056256761643 of the atom at index 15 in the cif file.,mp-1099100_processed.cif
mp-1100340.cif,Delete all atoms within 2.656725535912591 of the atom at index 2 in the cif file.,mp-1100340_processed.cif
mp-1100512.cif,Delete all atoms within 3.29430193126929 of the atom at index 11 in the cif file.,mp-1100512_processed.cif
mp-1100602.cif,Delete all atoms within 3.5984255407669177 of the atom at index 11 in the cif file.,mp-1100602_processed.cif
mp-1100645.cif,Delete all atoms within 3.8441392111190016 of the atom at index 29 in the cif file.,mp-1100645_processed.cif
mp-1100655.cif,Delete all atoms within 3.496538834986941 of the atom at index 5 in the cif file.,mp-1100655_processed.cif
mp-1100709.cif,Delete all atoms within 2.921529746632559 of the atom at index 10 in the cif file.,mp-1100709_processed.cif
mp-1100895.cif,Delete all atoms within 1.503178512040504 of the atom at index 31 in the cif file.,mp-1100895_processed.cif
mp-1101365.cif,Delete all atoms within 2.336234086813601 of the atom at index 32 in the cif file.,mp-1101365_processed.cif
mp-1101490.cif,Delete all atoms within 1.5839775746386544 of the atom at index 44 in the cif file.,mp-1101490_processed.cif
mp-1101729.cif,Delete all atoms within 2.7261588663595826 of the atom at index 39 in the cif file.,mp-1101729_processed.cif
mp-1101899.cif,Delete all atoms within 1.7426706545947659 of the atom at index 0 in the cif file.,mp-1101899_processed.cif
mp-1102433.cif,Delete all atoms within 1.815463720259293 of the atom at index 0 in the cif file.,mp-1102433_processed.cif
mp-1102534.cif,Delete all atoms within 3.3730100498809676 of the atom at index 3 in the cif file.,mp-1102534_processed.cif
mp-1102795.cif,Delete all atoms within 2.3929408980439 of the atom at index 3 in the cif file.,mp-1102795_processed.cif
mp-1102865.cif,Delete all atoms within 2.4265474894563748 of the atom at index 10 in the cif file.,mp-1102865_processed.cif
mp-1102948.cif,Delete all atoms within 2.286429328368319 of the atom at index 6 in the cif file.,mp-1102948_processed.cif
mp-1102963.cif,Delete all atoms within 3.369487656025013 of the atom at index 0 in the cif file.,mp-1102963_processed.cif
mp-1103212.cif,Delete all atoms within 3.9814771975467758 of the atom at index 6 in the cif file.,mp-1103212_processed.cif
mp-1103303.cif,Delete all atoms within 2.447805966918687 of the atom at index 3 in the cif file.,mp-1103303_processed.cif
mp-1103651.cif,Delete all atoms within 1.8986758893547178 of the atom at index 4 in the cif file.,mp-1103651_processed.cif
mp-1104386.cif,Delete all atoms within 3.7278970171139427 of the atom at index 7 in the cif file.,mp-1104386_processed.cif
mp-1104404.cif,Delete all atoms within 3.1199158243494587 of the atom at index 10 in the cif file.,mp-1104404_processed.cif
mp-1104448.cif,Delete all atoms within 2.4420152843110148 of the atom at index 3 in the cif file.,mp-1104448_processed.cif
mp-1105372.cif,Delete all atoms within 1.8899256109975768 of the atom at index 4 in the cif file.,mp-1105372_processed.cif
mp-1105581.cif,Delete all atoms within 3.76362687364317 of the atom at index 1 in the cif file.,mp-1105581_processed.cif
mp-1105587.cif,Delete all atoms within 3.040443488498832 of the atom at index 12 in the cif file.,mp-1105587_processed.cif
mp-1105631.cif,Delete all atoms within 2.233808274396127 of the atom at index 5 in the cif file.,mp-1105631_processed.cif
mp-1105736.cif,Delete all atoms within 2.3839476234053976 of the atom at index 8 in the cif file.,mp-1105736_processed.cif
mp-1105952.cif,Delete all atoms within 2.2195864611924137 of the atom at index 21 in the cif file.,mp-1105952_processed.cif
mp-1105985.cif,Delete all atoms within 3.0808415919028875 of the atom at index 12 in the cif file.,mp-1105985_processed.cif
mp-1106159.cif,Delete all atoms within 1.6279247597922484 of the atom at index 16 in the cif file.,mp-1106159_processed.cif
mp-1110626.cif,Delete all atoms within 3.5591321100809306 of the atom at index 4 in the cif file.,mp-1110626_processed.cif
mp-1110754.cif,Delete all atoms within 2.0256555741533857 of the atom at index 5 in the cif file.,mp-1110754_processed.cif
mp-1111211.cif,Delete all atoms within 2.8053297994261097 of the atom at index 0 in the cif file.,mp-1111211_processed.cif
mp-1111610.cif,Delete all atoms within 3.6074671764081487 of the atom at index 0 in the cif file.,mp-1111610_processed.cif
mp-1111940.cif,Delete all atoms within 1.9297930457040429 of the atom at index 8 in the cif file.,mp-1111940_processed.cif
mp-1112257.cif,Delete all atoms within 2.785133366739173 of the atom at index 3 in the cif file.,mp-1112257_processed.cif
mp-1112416.cif,Delete all atoms within 3.9445095466967497 of the atom at index 3 in the cif file.,mp-1112416_processed.cif
mp-11143.cif,Delete all atoms within 1.6021999849701851 of the atom at index 7 in the cif file.,mp-11143_processed.cif
mp-11145.cif,Delete all atoms within 3.6747309537818182 of the atom at index 23 in the cif file.,mp-11145_processed.cif
mp-1120749.cif,Delete all atoms within 1.5264262528429207 of the atom at index 25 in the cif file.,mp-1120749_processed.cif
mp-11250.cif,Delete all atoms within 2.1357750101163777 of the atom at index 9 in the cif file.,mp-11250_processed.cif
mp-1157680.cif,Delete all atoms within 3.8362149295565335 of the atom at index 4 in the cif file.,mp-1157680_processed.cif
mp-1173361.cif,Delete all atoms within 3.661256999565167 of the atom at index 6 in the cif file.,mp-1173361_processed.cif
mp-1173548.cif,Delete all atoms within 1.6918605715360346 of the atom at index 10 in the cif file.,mp-1173548_processed.cif
mp-1173561.cif,Delete all atoms within 2.2835723520648283 of the atom at index 50 in the cif file.,mp-1173561_processed.cif
mp-1173706.cif,Delete all atoms within 2.919882292831188 of the atom at index 16 in the cif file.,mp-1173706_processed.cif
mp-1173883.cif,Delete all atoms within 2.342648208825331 of the atom at index 3 in the cif file.,mp-1173883_processed.cif
mp-1174010.cif,Delete all atoms within 2.6534938530381886 of the atom at index 7 in the cif file.,mp-1174010_processed.cif
mp-1174079.cif,Delete all atoms within 3.811788897012547 of the atom at index 18 in the cif file.,mp-1174079_processed.cif
mp-1174299.cif,Delete all atoms within 3.406071883392006 of the atom at index 10 in the cif file.,mp-1174299_processed.cif
mp-1174536.cif,Delete all atoms within 2.582271643615007 of the atom at index 2 in the cif file.,mp-1174536_processed.cif
mp-1174549.cif,Delete all atoms within 1.6686956066503 of the atom at index 15 in the cif file.,mp-1174549_processed.cif
mp-1174561.cif,Delete all atoms within 2.9027149744173295 of the atom at index 20 in the cif file.,mp-1174561_processed.cif
mp-1174631.cif,Delete all atoms within 3.4007378004697535 of the atom at index 17 in the cif file.,mp-1174631_processed.cif
mp-1174708.cif,Delete all atoms within 2.1325313067964444 of the atom at index 6 in the cif file.,mp-1174708_processed.cif
mp-1175060.cif,Delete all atoms within 2.8910412933766874 of the atom at index 19 in the cif file.,mp-1175060_processed.cif
mp-1175670.cif,Delete all atoms within 3.756566102429214 of the atom at index 22 in the cif file.,mp-1175670_processed.cif
mp-1175676.cif,Delete all atoms within 3.0876516936027074 of the atom at index 27 in the cif file.,mp-1175676_processed.cif
mp-1175716.cif,Delete all atoms within 3.937971993316287 of the atom at index 13 in the cif file.,mp-1175716_processed.cif
mp-1176074.cif,Delete all atoms within 1.8614298825110998 of the atom at index 23 in the cif file.,mp-1176074_processed.cif
mp-1176243.cif,Delete all atoms within 2.178118509686219 of the atom at index 24 in the cif file.,mp-1176243_processed.cif
mp-1176471.cif,Delete all atoms within 3.7430263246347613 of the atom at index 6 in the cif file.,mp-1176471_processed.cif
mp-1176486.cif,Delete all atoms within 2.0717076640980716 of the atom at index 32 in the cif file.,mp-1176486_processed.cif
mp-1176593.cif,Delete all atoms within 2.3260760927393114 of the atom at index 17 in the cif file.,mp-1176593_processed.cif
mp-1176664.cif,Delete all atoms within 3.7136325813752937 of the atom at index 24 in the cif file.,mp-1176664_processed.cif
mp-1176678.cif,Delete all atoms within 1.6749676644506866 of the atom at index 20 in the cif file.,mp-1176678_processed.cif
mp-1176692.cif,Delete all atoms within 3.674730459802103 of the atom at index 2 in the cif file.,mp-1176692_processed.cif
mp-1176965.cif,Delete all atoms within 3.6658048319560628 of the atom at index 19 in the cif file.,mp-1176965_processed.cif
mp-1177279.cif,Delete all atoms within 2.307647655654411 of the atom at index 2 in the cif file.,mp-1177279_processed.cif
mp-1177537.cif,Delete all atoms within 3.898604233421022 of the atom at index 12 in the cif file.,mp-1177537_processed.cif
mp-1177559.cif,Delete all atoms within 3.593530221980044 of the atom at index 44 in the cif file.,mp-1177559_processed.cif
mp-1177564.cif,Delete all atoms within 2.4620108265518903 of the atom at index 7 in the cif file.,mp-1177564_processed.cif
mp-1177801.cif,Delete all atoms within 2.2802183908496314 of the atom at index 10 in the cif file.,mp-1177801_processed.cif
mp-1178026.cif,Delete all atoms within 3.515790650279897 of the atom at index 0 in the cif file.,mp-1178026_processed.cif
mp-1178085.cif,Delete all atoms within 3.9420106145035496 of the atom at index 6 in the cif file.,mp-1178085_processed.cif
mp-1178148.cif,Delete all atoms within 1.9635921269245427 of the atom at index 1 in the cif file.,mp-1178148_processed.cif
mp-1178259.cif,Delete all atoms within 2.8033028391341217 of the atom at index 11 in the cif file.,mp-1178259_processed.cif
mp-1178586.cif,Delete all atoms within 2.7816066976117115 of the atom at index 46 in the cif file.,mp-1178586_processed.cif
mp-1180130.cif,Delete all atoms within 3.6162164400185155 of the atom at index 45 in the cif file.,mp-1180130_processed.cif
mp-1180252.cif,Delete all atoms within 2.446591494558865 of the atom at index 11 in the cif file.,mp-1180252_processed.cif
mp-1180744.cif,Delete all atoms within 2.1281700377890074 of the atom at index 13 in the cif file.,mp-1180744_processed.cif
mp-1180763.cif,Delete all atoms within 3.484175725349898 of the atom at index 22 in the cif file.,mp-1180763_processed.cif
mp-1181255.cif,Delete all atoms within 2.952941369401449 of the atom at index 18 in the cif file.,mp-1181255_processed.cif
mp-1181584.cif,Delete all atoms within 2.883862383080474 of the atom at index 27 in the cif file.,mp-1181584_processed.cif
mp-1182011.cif,Delete all atoms within 1.613646257439447 of the atom at index 41 in the cif file.,mp-1182011_processed.cif
mp-1182045.cif,Delete all atoms within 2.0520894683022988 of the atom at index 13 in the cif file.,mp-1182045_processed.cif
mp-1182066.cif,Delete all atoms within 2.42550265704446 of the atom at index 14 in the cif file.,mp-1182066_processed.cif
mp-1182302.cif,Delete all atoms within 3.4771952923169156 of the atom at index 10 in the cif file.,mp-1182302_processed.cif
mp-1182516.cif,Delete all atoms within 3.589907822293694 of the atom at index 1 in the cif file.,mp-1182516_processed.cif
mp-1182952.cif,Delete all atoms within 2.394746456717569 of the atom at index 3 in the cif file.,mp-1182952_processed.cif
mp-1182993.cif,Delete all atoms within 2.06668348125135 of the atom at index 7 in the cif file.,mp-1182993_processed.cif
mp-1185691.cif,Delete all atoms within 3.88809737411077 of the atom at index 15 in the cif file.,mp-1185691_processed.cif
mp-1185729.cif,Delete all atoms within 2.2366907079103377 of the atom at index 20 in the cif file.,mp-1185729_processed.cif
mp-1185730.cif,Delete all atoms within 3.1092523698078818 of the atom at index 21 in the cif file.,mp-1185730_processed.cif
mp-1186069.cif,Delete all atoms within 3.6488267776157706 of the atom at index 13 in the cif file.,mp-1186069_processed.cif
mp-1188168.cif,Delete all atoms within 3.0776496959965103 of the atom at index 4 in the cif file.,mp-1188168_processed.cif
mp-1188839.cif,Delete all atoms within 3.908362678027809 of the atom at index 10 in the cif file.,mp-1188839_processed.cif
mp-1189137.cif,Delete all atoms within 3.1578772605121843 of the atom at index 3 in the cif file.,mp-1189137_processed.cif
mp-1189325.cif,Delete all atoms within 2.2574750841392044 of the atom at index 16 in the cif file.,mp-1189325_processed.cif
mp-1189617.cif,Delete all atoms within 2.2769797026568495 of the atom at index 18 in the cif file.,mp-1189617_processed.cif
mp-1190360.cif,Delete all atoms within 1.704224075451207 of the atom at index 6 in the cif file.,mp-1190360_processed.cif
mp-1190450.cif,Delete all atoms within 2.1761278105313657 of the atom at index 6 in the cif file.,mp-1190450_processed.cif
mp-1190471.cif,Delete all atoms within 3.54468113103843 of the atom at index 0 in the cif file.,mp-1190471_processed.cif
mp-1190593.cif,Delete all atoms within 2.483283791562232 of the atom at index 2 in the cif file.,mp-1190593_processed.cif
mp-1190765.cif,Delete all atoms within 2.1628640828962373 of the atom at index 21 in the cif file.,mp-1190765_processed.cif
mp-1190906.cif,Delete all atoms within 3.175197431686355 of the atom at index 10 in the cif file.,mp-1190906_processed.cif
mp-1191263.cif,Delete all atoms within 2.4923400391147723 of the atom at index 10 in the cif file.,mp-1191263_processed.cif
mp-1191575.cif,Delete all atoms within 3.3955325750392347 of the atom at index 7 in the cif file.,mp-1191575_processed.cif
mp-1191633.cif,Delete all atoms within 3.582032577469043 of the atom at index 3 in the cif file.,mp-1191633_processed.cif
mp-1191681.cif,Delete all atoms within 2.274888671296825 of the atom at index 18 in the cif file.,mp-1191681_processed.cif
mp-1192077.cif,Delete all atoms within 1.568614339250424 of the atom at index 3 in the cif file.,mp-1192077_processed.cif
mp-1192111.cif,Delete all atoms within 2.1263045404095657 of the atom at index 7 in the cif file.,mp-1192111_processed.cif
mp-1192527.cif,Delete all atoms within 1.964993796457023 of the atom at index 10 in the cif file.,mp-1192527_processed.cif
mp-1192550.cif,Delete all atoms within 1.7181528862741051 of the atom at index 23 in the cif file.,mp-1192550_processed.cif
mp-1192556.cif,Delete all atoms within 2.728014709803034 of the atom at index 11 in the cif file.,mp-1192556_processed.cif
mp-1192588.cif,Delete all atoms within 3.6377163067811398 of the atom at index 9 in the cif file.,mp-1192588_processed.cif
mp-1192755.cif,Delete all atoms within 3.084453100524402 of the atom at index 20 in the cif file.,mp-1192755_processed.cif
mp-1192984.cif,Delete all atoms within 2.4951834621299214 of the atom at index 14 in the cif file.,mp-1192984_processed.cif
mp-1193276.cif,Delete all atoms within 3.170797531177357 of the atom at index 21 in the cif file.,mp-1193276_processed.cif
mp-1193461.cif,Delete all atoms within 3.1337137401535538 of the atom at index 1 in the cif file.,mp-1193461_processed.cif
mp-1193658.cif,Delete all atoms within 2.7568012621016855 of the atom at index 5 in the cif file.,mp-1193658_processed.cif
mp-1193669.cif,Delete all atoms within 1.54684564300607 of the atom at index 8 in the cif file.,mp-1193669_processed.cif
mp-1193753.cif,Delete all atoms within 2.982074940291659 of the atom at index 21 in the cif file.,mp-1193753_processed.cif
mp-1194315.cif,Delete all atoms within 1.7914953618711194 of the atom at index 1 in the cif file.,mp-1194315_processed.cif
mp-1194467.cif,Delete all atoms within 2.7887699388570892 of the atom at index 23 in the cif file.,mp-1194467_processed.cif
mp-1194648.cif,Delete all atoms within 3.68200954749507 of the atom at index 18 in the cif file.,mp-1194648_processed.cif
mp-1194808.cif,Delete all atoms within 3.128436097301779 of the atom at index 19 in the cif file.,mp-1194808_processed.cif
mp-1194897.cif,Delete all atoms within 3.3655916336949523 of the atom at index 3 in the cif file.,mp-1194897_processed.cif
mp-1194954.cif,Delete all atoms within 3.768752178154857 of the atom at index 18 in the cif file.,mp-1194954_processed.cif
mp-1195087.cif,Delete all atoms within 2.5156289644584025 of the atom at index 13 in the cif file.,mp-1195087_processed.cif
mp-1195106.cif,Delete all atoms within 2.5827568786198296 of the atom at index 13 in the cif file.,mp-1195106_processed.cif
mp-1195319.cif,Delete all atoms within 3.667104276568984 of the atom at index 5 in the cif file.,mp-1195319_processed.cif
mp-1195337.cif,Delete all atoms within 1.7949298364139794 of the atom at index 31 in the cif file.,mp-1195337_processed.cif
mp-1195540.cif,Delete all atoms within 2.1633110306827095 of the atom at index 30 in the cif file.,mp-1195540_processed.cif
mp-1195827.cif,Delete all atoms within 3.8636970285901953 of the atom at index 0 in the cif file.,mp-1195827_processed.cif
mp-1195929.cif,Delete all atoms within 3.0471905682071134 of the atom at index 36 in the cif file.,mp-1195929_processed.cif
mp-1195965.cif,Delete all atoms within 1.6580692219022035 of the atom at index 20 in the cif file.,mp-1195965_processed.cif
mp-1195967.cif,Delete all atoms within 2.592732866436163 of the atom at index 31 in the cif file.,mp-1195967_processed.cif
mp-1196244.cif,Delete all atoms within 2.4340483022173833 of the atom at index 40 in the cif file.,mp-1196244_processed.cif
mp-1196468.cif,Delete all atoms within 2.6398390831797105 of the atom at index 11 in the cif file.,mp-1196468_processed.cif
mp-1196513.cif,Delete all atoms within 3.697559919197361 of the atom at index 33 in the cif file.,mp-1196513_processed.cif
mp-1196514.cif,Delete all atoms within 3.9929307971155485 of the atom at index 25 in the cif file.,mp-1196514_processed.cif
mp-1197108.cif,Delete all atoms within 1.6510073023171614 of the atom at index 62 in the cif file.,mp-1197108_processed.cif
mp-1197227.cif,Delete all atoms within 3.30023301321323 of the atom at index 18 in the cif file.,mp-1197227_processed.cif
mp-1197238.cif,Delete all atoms within 2.0050997902258736 of the atom at index 17 in the cif file.,mp-1197238_processed.cif
mp-1197636.cif,Delete all atoms within 1.9224869804149087 of the atom at index 27 in the cif file.,mp-1197636_processed.cif
mp-1197877.cif,Delete all atoms within 3.071361752458985 of the atom at index 22 in the cif file.,mp-1197877_processed.cif
mp-1198057.cif,Delete all atoms within 3.329606128523678 of the atom at index 21 in the cif file.,mp-1198057_processed.cif
mp-1198140.cif,Delete all atoms within 3.5239822531554146 of the atom at index 21 in the cif file.,mp-1198140_processed.cif
mp-1198411.cif,Delete all atoms within 1.9726310188721232 of the atom at index 50 in the cif file.,mp-1198411_processed.cif
mp-1198574.cif,Delete all atoms within 2.190100887886741 of the atom at index 18 in the cif file.,mp-1198574_processed.cif
mp-1198593.cif,Delete all atoms within 3.77714772058477 of the atom at index 28 in the cif file.,mp-1198593_processed.cif
mp-1198603.cif,Delete all atoms within 2.454683691743628 of the atom at index 66 in the cif file.,mp-1198603_processed.cif
mp-1198841.cif,Delete all atoms within 1.6059657319429161 of the atom at index 15 in the cif file.,mp-1198841_processed.cif
mp-1199018.cif,Delete all atoms within 3.241194331810684 of the atom at index 39 in the cif file.,mp-1199018_processed.cif
mp-1199088.cif,Delete all atoms within 3.27197335782088 of the atom at index 15 in the cif file.,mp-1199088_processed.cif
