input_cif,action_prompt,output_cif
mp-1028383.cif,Move all surrounding atoms within 2.221731428451064 of the center atom at index 7 by [ 1.80710707  0.94976003 -0.16127284] in the cif file.,mp-1028383_processed.cif
mp-1028854.cif,Move all surrounding atoms within 2.4825740999339763 of the center atom at index 10 by [-0.51074073  3.55846405  1.73638454] in the cif file.,mp-1028854_processed.cif
mp-1029113.cif,Move all surrounding atoms within 1.688443033391497 of the center atom at index 5 by [1.18635975 0.24757787 1.05207936] in the cif file.,mp-1029113_processed.cif
mp-1029368.cif,Move all surrounding atoms within 3.802247671965799 of the center atom at index 0 by [1.5721104  2.51401714 0.10019338] in the cif file.,mp-1029368_processed.cif
mp-1031131.cif,Move all surrounding atoms within 3.5308290684915526 of the center atom at index 14 by [ 1.66051609 -1.00795135  0.24028064] in the cif file.,mp-1031131_processed.cif
mp-1032360.cif,Move all surrounding atoms within 2.4899393047644582 of the center atom at index 2 by [ 0.70777678 -0.89059072  2.98787583] in the cif file.,mp-1032360_processed.cif
mp-1033383.cif,Move all surrounding atoms within 2.864439975773568 of the center atom at index 3 by [-1.62438645  2.29216404  0.7146018 ] in the cif file.,mp-1033383_processed.cif
mp-1034355.cif,Move all surrounding atoms within 2.511009572598039 of the center atom at index 9 by [-0.08653918 -2.68650612  0.82997063] in the cif file.,mp-1034355_processed.cif
mp-1035597.cif,Move all surrounding atoms within 3.7544477831235556 of the center atom at index 8 by [1.57461199 1.0863005  2.49316042] in the cif file.,mp-1035597_processed.cif
mp-1035800.cif,Move all surrounding atoms within 2.371580350375677 of the center atom at index 0 by [-0.30561751  0.37859677  0.40383361] in the cif file.,mp-1035800_processed.cif
mp-1037450.cif,Move all surrounding atoms within 2.173523069501565 of the center atom at index 45 by [ 1.84255455 -0.38702093 -0.52768533] in the cif file.,mp-1037450_processed.cif
mp-1038247.cif,Move all surrounding atoms within 2.276548801004022 of the center atom at index 52 by [-0.65996656  2.71870376  0.50538431] in the cif file.,mp-1038247_processed.cif
mp-1038590.cif,Move all surrounding atoms within 1.6850983313133678 of the center atom at index 41 by [-0.38209684  2.59254581 -0.84941647] in the cif file.,mp-1038590_processed.cif
mp-1038638.cif,Move all surrounding atoms within 3.3229597196508918 of the center atom at index 30 by [-1.50229319 -1.46254533  1.03500911] in the cif file.,mp-1038638_processed.cif
mp-1039951.cif,Move all surrounding atoms within 2.1063477321273805 of the center atom at index 36 by [3.02316269 2.75873369 5.49265608] in the cif file.,mp-1039951_processed.cif
mp-1040370.cif,Move all surrounding atoms within 1.6682035750645394 of the center atom at index 48 by [-3.12027449 -2.71946308  0.55631748] in the cif file.,mp-1040370_processed.cif
mp-1041045.cif,Move all surrounding atoms within 2.210566016435981 of the center atom at index 24 by [-3.04550213  2.13775706  0.97158247] in the cif file.,mp-1041045_processed.cif
mp-1041056.cif,Move all surrounding atoms within 2.4075898527950845 of the center atom at index 43 by [ 2.10224227 -1.15041412  0.21795796] in the cif file.,mp-1041056_processed.cif
mp-1041213.cif,Move all surrounding atoms within 2.2895104074115125 of the center atom at index 16 by [-1.57360266 -1.1663021   0.33511784] in the cif file.,mp-1041213_processed.cif
mp-1042028.cif,Move all surrounding atoms within 1.8825679494292689 of the center atom at index 2 by [ 0.0652795  -0.40297584 -2.39592244] in the cif file.,mp-1042028_processed.cif
mp-1042158.cif,Move all surrounding atoms within 1.8304811909905228 of the center atom at index 2 by [ 0.54802456  2.46264366 -1.72681186] in the cif file.,mp-1042158_processed.cif
mp-1042205.cif,Move all surrounding atoms within 2.2122199063523134 of the center atom at index 4 by [ 2.1154042  -1.1293404   1.67725784] in the cif file.,mp-1042205_processed.cif
mp-1042378.cif,Move all surrounding atoms within 2.5415881869917776 of the center atom at index 10 by [-0.05651129 -1.0477716   3.27798005] in the cif file.,mp-1042378_processed.cif
mp-1042415.cif,Move all surrounding atoms within 2.8253630359545276 of the center atom at index 20 by [ 2.21124262 -0.80954186  1.52921262] in the cif file.,mp-1042415_processed.cif
mp-1042656.cif,Move all surrounding atoms within 3.2783493561334955 of the center atom at index 1 by [2.52606585 0.78977233 0.65311451] in the cif file.,mp-1042656_processed.cif
mp-1042677.cif,Move all surrounding atoms within 3.2384090159588466 of the center atom at index 10 by [-0.71052028  0.41282401  0.39105424] in the cif file.,mp-1042677_processed.cif
mp-1042685.cif,Move all surrounding atoms within 2.7476918434219346 of the center atom at index 55 by [0.35308186 2.86053741 3.60029576] in the cif file.,mp-1042685_processed.cif
mp-1042896.cif,Move all surrounding atoms within 2.612402970812446 of the center atom at index 12 by [-2.94787131 -0.35596827 -0.15514315] in the cif file.,mp-1042896_processed.cif
mp-1043828.cif,Move all surrounding atoms within 3.205904996278619 of the center atom at index 31 by [0.98418491 1.42691356 1.06098054] in the cif file.,mp-1043828_processed.cif
mp-1044049.cif,Move all surrounding atoms within 3.1757509586124604 of the center atom at index 3 by [ 2.46559297 -1.37593108 -2.06390988] in the cif file.,mp-1044049_processed.cif
mp-1044636.cif,Move all surrounding atoms within 2.3381543551405946 of the center atom at index 43 by [ 2.88078515 -1.3598168  -1.69927875] in the cif file.,mp-1044636_processed.cif
mp-1045786.cif,Move all surrounding atoms within 2.043404054423389 of the center atom at index 12 by [ 0.91237211  1.15454337 -1.03950221] in the cif file.,mp-1045786_processed.cif
mp-1045992.cif,Move all surrounding atoms within 3.331978727264322 of the center atom at index 2 by [-0.72998068  1.25991843 -1.70470782] in the cif file.,mp-1045992_processed.cif
mp-1046286.cif,Move all surrounding atoms within 1.9286591671493984 of the center atom at index 11 by [-2.1533344   0.21118969 -2.13620139] in the cif file.,mp-1046286_processed.cif
mp-1047007.cif,Move all surrounding atoms within 3.9651227058319836 of the center atom at index 2 by [-0.55695496  0.34303932 -0.54801034] in the cif file.,mp-1047007_processed.cif
mp-1047085.cif,Move all surrounding atoms within 3.5008706227838697 of the center atom at index 11 by [ 1.84241395  0.90081596 -1.3350407 ] in the cif file.,mp-1047085_processed.cif
mp-1047504.cif,Move all surrounding atoms within 3.2172535255846064 of the center atom at index 0 by [-3.62392753  3.64533073 -4.47436896] in the cif file.,mp-1047504_processed.cif
mp-1047641.cif,Move all surrounding atoms within 3.8652789973761417 of the center atom at index 1 by [-1.00012058  2.23521046  1.01889277] in the cif file.,mp-1047641_processed.cif
mp-1047798.cif,Move all surrounding atoms within 3.654020207630933 of the center atom at index 24 by [-0.99768098 -1.95643139  2.75690966] in the cif file.,mp-1047798_processed.cif
mp-1048141.cif,Move all surrounding atoms within 2.444373267262673 of the center atom at index 4 by [ 0.56759285 -1.23923738 -3.38091616] in the cif file.,mp-1048141_processed.cif
mp-1048241.cif,Move all surrounding atoms within 1.704489105971362 of the center atom at index 4 by [-0.8232495  -2.62272803 -0.58177338] in the cif file.,mp-1048241_processed.cif
mp-1048742.cif,Move all surrounding atoms within 3.4873930582002246 of the center atom at index 16 by [2.0333111  0.2490645  0.60020211] in the cif file.,mp-1048742_processed.cif
mp-1048819.cif,Move all surrounding atoms within 2.6572862233435157 of the center atom at index 15 by [ 1.4296695   1.05233299 -0.89186228] in the cif file.,mp-1048819_processed.cif
mp-10543.cif,Move all surrounding atoms within 1.9388525017072014 of the center atom at index 7 by [-2.29856477 -3.12744723 -0.53757827] in the cif file.,mp-10543_processed.cif
mp-1073454.cif,Move all surrounding atoms within 3.5095317526051244 of the center atom at index 7 by [ 3.1271004  -3.633317   -0.65031659] in the cif file.,mp-1073454_processed.cif
mp-1073857.cif,Move all surrounding atoms within 2.4764024913547096 of the center atom at index 10 by [-0.42248547 -0.22761762 -1.14002189] in the cif file.,mp-1073857_processed.cif
mp-1074382.cif,Move all surrounding atoms within 1.5707781371329619 of the center atom at index 4 by [ 1.6037591  -2.05349846  2.15520713] in the cif file.,mp-1074382_processed.cif
mp-1075115.cif,Move all surrounding atoms within 2.2459066741101865 of the center atom at index 12 by [-1.22546744 -0.98533847  2.97032382] in the cif file.,mp-1075115_processed.cif
mp-1076171.cif,Move all surrounding atoms within 1.77465193368 of the center atom at index 19 by [ 0.98906282  1.50316398 -0.38923588] in the cif file.,mp-1076171_processed.cif
mp-1076264.cif,Move all surrounding atoms within 3.306762499377762 of the center atom at index 2 by [1.09960824 0.54819044 1.48471773] in the cif file.,mp-1076264_processed.cif
mp-1080179.cif,Move all surrounding atoms within 2.6705015534939482 of the center atom at index 2 by [-0.03664532  0.79079646  2.79885077] in the cif file.,mp-1080179_processed.cif
mp-1080349.cif,Move all surrounding atoms within 3.144113487333113 of the center atom at index 9 by [-0.10935066 -0.05541522  0.21884111] in the cif file.,mp-1080349_processed.cif
mp-1080354.cif,Move all surrounding atoms within 2.1055848986547065 of the center atom at index 12 by [-1.56169654  0.67512099  1.97527808] in the cif file.,mp-1080354_processed.cif
mp-1080713.cif,Move all surrounding atoms within 2.881349551059476 of the center atom at index 6 by [-3.20490154 -0.35831158 -1.68446272] in the cif file.,mp-1080713_processed.cif
mp-1094804.cif,Move all surrounding atoms within 3.885674850590533 of the center atom at index 0 by [-0.96070074  2.08594204  2.06088363] in the cif file.,mp-1094804_processed.cif
mp-1095083.cif,Move all surrounding atoms within 2.188933858204989 of the center atom at index 8 by [-2.23636822 -2.47099819  0.08244825] in the cif file.,mp-1095083_processed.cif
mp-1095476.cif,Move all surrounding atoms within 2.267041936526974 of the center atom at index 4 by [-1.6147843   0.57752037 -3.0100887 ] in the cif file.,mp-1095476_processed.cif
mp-1095575.cif,Move all surrounding atoms within 2.038639923085138 of the center atom at index 3 by [-1.07435452  0.82797364 -0.44008614] in the cif file.,mp-1095575_processed.cif
mp-1095585.cif,Move all surrounding atoms within 2.3194595733557954 of the center atom at index 3 by [ 1.71078582 -1.45947963  0.63139016] in the cif file.,mp-1095585_processed.cif
mp-1095643.cif,Move all surrounding atoms within 1.6768576792490995 of the center atom at index 11 by [ 0.49759403 -0.37785323 -1.47100754] in the cif file.,mp-1095643_processed.cif
mp-1095675.cif,Move all surrounding atoms within 2.380064541323225 of the center atom at index 0 by [-2.04516417 -1.8151231  -1.25499617] in the cif file.,mp-1095675_processed.cif
mp-1095677.cif,Move all surrounding atoms within 2.200552782169914 of the center atom at index 2 by [ 0.37514907 -1.43430676 -1.49524234] in the cif file.,mp-1095677_processed.cif
mp-1096913.cif,Move all surrounding atoms within 3.6309814975011205 of the center atom at index 9 by [0.95887868 1.07367278 0.04793427] in the cif file.,mp-1096913_processed.cif
mp-1099100.cif,Move all surrounding atoms within 3.393514587812475 of the center atom at index 7 by [0.64660005 1.08585188 1.66930384] in the cif file.,mp-1099100_processed.cif
mp-1100340.cif,Move all surrounding atoms within 1.7447713084487655 of the center atom at index 17 by [ 1.55905095 -2.91391692 -0.5557823 ] in the cif file.,mp-1100340_processed.cif
mp-1100512.cif,Move all surrounding atoms within 2.1422545843467686 of the center atom at index 8 by [ 0.85933421  2.04482216 -0.51838452] in the cif file.,mp-1100512_processed.cif
mp-1100602.cif,Move all surrounding atoms within 1.523059315108276 of the center atom at index 11 by [ 0.2393699  -1.18720651 -0.80554053] in the cif file.,mp-1100602_processed.cif
mp-1100645.cif,Move all surrounding atoms within 3.8856353212002053 of the center atom at index 4 by [-0.5072669  -2.37972168 -1.81992404] in the cif file.,mp-1100645_processed.cif
mp-1100655.cif,Move all surrounding atoms within 3.3767457313948883 of the center atom at index 2 by [2.33736265 2.54222689 0.26749961] in the cif file.,mp-1100655_processed.cif
mp-1100709.cif,Move all surrounding atoms within 2.623845999354848 of the center atom at index 6 by [ 3.01211172 -1.12404165  2.76896416] in the cif file.,mp-1100709_processed.cif
mp-1100895.cif,Move all surrounding atoms within 3.1071694231015377 of the center atom at index 11 by [-3.91440326 -0.59951426  1.89251603] in the cif file.,mp-1100895_processed.cif
mp-1101365.cif,Move all surrounding atoms within 3.812705081946845 of the center atom at index 72 by [ 0.29948754 -2.82274974  1.1205261 ] in the cif file.,mp-1101365_processed.cif
mp-1101490.cif,Move all surrounding atoms within 3.435557855101318 of the center atom at index 43 by [ 2.05675567 -2.48015287  0.19780726] in the cif file.,mp-1101490_processed.cif
mp-1101729.cif,Move all surrounding atoms within 3.594002521533813 of the center atom at index 60 by [ 2.608144   -2.24767587  0.11218503] in the cif file.,mp-1101729_processed.cif
mp-1101899.cif,Move all surrounding atoms within 3.6384303073592026 of the center atom at index 5 by [0.23556082 0.006808   1.93237762] in the cif file.,mp-1101899_processed.cif
mp-1102433.cif,Move all surrounding atoms within 2.4929396282556096 of the center atom at index 4 by [ 0.98520071  0.07163446 -0.03043947] in the cif file.,mp-1102433_processed.cif
mp-1102534.cif,Move all surrounding atoms within 3.2554133087299295 of the center atom at index 10 by [-1.95281433 -1.08626118  0.27682204] in the cif file.,mp-1102534_processed.cif
mp-1102795.cif,Move all surrounding atoms within 2.4586023349190986 of the center atom at index 1 by [-0.51574999  2.63762928  0.5141578 ] in the cif file.,mp-1102795_processed.cif
mp-1102865.cif,Move all surrounding atoms within 2.040390205480894 of the center atom at index 2 by [-2.09501581 -0.48434596  2.08962676] in the cif file.,mp-1102865_processed.cif
mp-1102948.cif,Move all surrounding atoms within 3.513471303461468 of the center atom at index 8 by [-1.82099942 -0.73060789 -0.74888166] in the cif file.,mp-1102948_processed.cif
mp-1102963.cif,Move all surrounding atoms within 3.475377872389591 of the center atom at index 4 by [0.23972197 0.29941441 0.74883118] in the cif file.,mp-1102963_processed.cif
mp-1103212.cif,Move all surrounding atoms within 2.1089460227066406 of the center atom at index 3 by [-2.15038349  4.26244816 -2.69616289] in the cif file.,mp-1103212_processed.cif
mp-1103303.cif,Move all surrounding atoms within 3.1928040983411288 of the center atom at index 8 by [ 0.66056392 -1.4263681  -3.75113341] in the cif file.,mp-1103303_processed.cif
mp-1103651.cif,Move all surrounding atoms within 2.7758079694986497 of the center atom at index 3 by [ 0.53297917 -5.32617117 -1.65117776] in the cif file.,mp-1103651_processed.cif
mp-1104386.cif,Move all surrounding atoms within 3.9742767118615934 of the center atom at index 4 by [-2.01866839  4.46863516  3.15796293] in the cif file.,mp-1104386_processed.cif
mp-1104404.cif,Move all surrounding atoms within 2.6256990635607718 of the center atom at index 14 by [ 2.31643309 -0.27384982  1.74376458] in the cif file.,mp-1104404_processed.cif
mp-1104448.cif,Move all surrounding atoms within 2.591519132356936 of the center atom at index 8 by [ 1.38407631  1.35331837 -1.26110348] in the cif file.,mp-1104448_processed.cif
mp-1105372.cif,Move all surrounding atoms within 1.6460697679702587 of the center atom at index 4 by [-2.57424269 -0.90974001 -0.83843341] in the cif file.,mp-1105372_processed.cif
mp-1105581.cif,Move all surrounding atoms within 2.4458789118065822 of the center atom at index 3 by [-3.02834484  0.97261906 -0.21069198] in the cif file.,mp-1105581_processed.cif
mp-1105587.cif,Move all surrounding atoms within 3.2316387861677613 of the center atom at index 16 by [-1.52747941  0.23297067  2.87654253] in the cif file.,mp-1105587_processed.cif
mp-1105631.cif,Move all surrounding atoms within 3.598917043770964 of the center atom at index 14 by [ 1.56159185  1.50695634 -0.12141392] in the cif file.,mp-1105631_processed.cif
mp-1105736.cif,Move all surrounding atoms within 3.6433406863342084 of the center atom at index 18 by [ 1.16839765  0.18871672 -3.53872936] in the cif file.,mp-1105736_processed.cif
mp-1105952.cif,Move all surrounding atoms within 3.0695973434731494 of the center atom at index 10 by [ 0.38544825 -0.03146004 -1.00206369] in the cif file.,mp-1105952_processed.cif
mp-1105985.cif,Move all surrounding atoms within 3.816549793148895 of the center atom at index 6 by [1.86162545 2.29138049 2.03530269] in the cif file.,mp-1105985_processed.cif
mp-1106159.cif,Move all surrounding atoms within 2.1868360460349456 of the center atom at index 0 by [ 2.54016877 -1.09415415 -2.54795452] in the cif file.,mp-1106159_processed.cif
mp-1110626.cif,Move all surrounding atoms within 2.4468306720436472 of the center atom at index 6 by [-2.01632028  2.39281893 -0.27856013] in the cif file.,mp-1110626_processed.cif
mp-1110754.cif,Move all surrounding atoms within 2.6916210611710207 of the center atom at index 2 by [-1.35516101 -4.1114139   3.60897526] in the cif file.,mp-1110754_processed.cif
mp-1111211.cif,Move all surrounding atoms within 3.8645950080523055 of the center atom at index 3 by [ 3.40879902 -2.27611313  0.51929936] in the cif file.,mp-1111211_processed.cif
mp-1111610.cif,Move all surrounding atoms within 2.098797658672371 of the center atom at index 7 by [-0.86562426  1.10647385  2.39818288] in the cif file.,mp-1111610_processed.cif
mp-1111940.cif,Move all surrounding atoms within 3.167116551154839 of the center atom at index 2 by [ 1.59510277  2.00865084 -1.12913315] in the cif file.,mp-1111940_processed.cif
mp-1112257.cif,Move all surrounding atoms within 1.816049718743486 of the center atom at index 2 by [-2.8591915   0.37982403 -0.51558184] in the cif file.,mp-1112257_processed.cif
mp-1112416.cif,Move all surrounding atoms within 1.6421752181722393 of the center atom at index 1 by [-0.14405609  0.69250323 -0.14591129] in the cif file.,mp-1112416_processed.cif
mp-11143.cif,Move all surrounding atoms within 1.6452027184201676 of the center atom at index 20 by [ 1.93972089 -0.52816733 -0.92263108] in the cif file.,mp-11143_processed.cif
mp-11145.cif,Move all surrounding atoms within 2.1126038067581634 of the center atom at index 25 by [ 1.13602394 -1.40473097 -0.45902939] in the cif file.,mp-11145_processed.cif
mp-1120749.cif,Move all surrounding atoms within 2.347200562868858 of the center atom at index 19 by [2.07433459 0.05934103 1.6653593 ] in the cif file.,mp-1120749_processed.cif
mp-11250.cif,Move all surrounding atoms within 2.9774482059875123 of the center atom at index 2 by [ 0.36864394 -2.25498456  0.82895652] in the cif file.,mp-11250_processed.cif
mp-1157680.cif,Move all surrounding atoms within 1.58870731369774 of the center atom at index 18 by [-0.33320734 -1.31278398  0.50022902] in the cif file.,mp-1157680_processed.cif
mp-1173361.cif,Move all surrounding atoms within 3.0241917689653857 of the center atom at index 9 by [-2.92059387  5.25959249 -0.99896485] in the cif file.,mp-1173361_processed.cif
mp-1173548.cif,Move all surrounding atoms within 3.2701871482368907 of the center atom at index 13 by [ 2.24422975  1.1382944  -0.29986651] in the cif file.,mp-1173548_processed.cif
mp-1173561.cif,Move all surrounding atoms within 3.9169526390570204 of the center atom at index 5 by [ 4.19633164 -2.61179987 -1.37347914] in the cif file.,mp-1173561_processed.cif
mp-1173706.cif,Move all surrounding atoms within 2.0431009899676713 of the center atom at index 6 by [-1.40529052 -0.60728231 -2.43703695] in the cif file.,mp-1173706_processed.cif
mp-1173883.cif,Move all surrounding atoms within 1.5978162006481016 of the center atom at index 6 by [ 3.02249044 -0.85531888 -1.58519292] in the cif file.,mp-1173883_processed.cif
mp-1174010.cif,Move all surrounding atoms within 3.9641521011588408 of the center atom at index 5 by [3.3694068  0.72237758 1.85108832] in the cif file.,mp-1174010_processed.cif
mp-1174079.cif,Move all surrounding atoms within 1.973402498202402 of the center atom at index 6 by [-1.66551201  2.82687814 -5.04901511] in the cif file.,mp-1174079_processed.cif
mp-1174299.cif,Move all surrounding atoms within 2.8994253295097505 of the center atom at index 18 by [-2.64097617 -0.07130391 -1.90689904] in the cif file.,mp-1174299_processed.cif
mp-1174536.cif,Move all surrounding atoms within 2.2084809219659745 of the center atom at index 16 by [-3.58028051  1.49909835 -0.0908379 ] in the cif file.,mp-1174536_processed.cif
mp-1174549.cif,Move all surrounding atoms within 3.1418862058845836 of the center atom at index 23 by [1.08191485 0.19087099 0.64691654] in the cif file.,mp-1174549_processed.cif
mp-1174561.cif,Move all surrounding atoms within 2.618792535559674 of the center atom at index 23 by [-2.2965998  -3.33250485 -2.58966653] in the cif file.,mp-1174561_processed.cif
mp-1174631.cif,Move all surrounding atoms within 2.756243519519007 of the center atom at index 20 by [-0.39595694  1.54876968  0.12095151] in the cif file.,mp-1174631_processed.cif
mp-1174708.cif,Move all surrounding atoms within 3.5466045754736557 of the center atom at index 6 by [-0.8384423  -2.33880086  2.19392438] in the cif file.,mp-1174708_processed.cif
mp-1175060.cif,Move all surrounding atoms within 1.822396079011014 of the center atom at index 8 by [ 2.23991328 -2.16924946 -0.68188017] in the cif file.,mp-1175060_processed.cif
mp-1175670.cif,Move all surrounding atoms within 2.331496808825395 of the center atom at index 12 by [ 1.86695407  2.13857426 -0.84402674] in the cif file.,mp-1175670_processed.cif
mp-1175676.cif,Move all surrounding atoms within 3.6041443588618187 of the center atom at index 4 by [ 2.94165722 -1.72650389  1.39999795] in the cif file.,mp-1175676_processed.cif
mp-1175716.cif,Move all surrounding atoms within 1.8212378517770642 of the center atom at index 21 by [-2.40749482  2.7156981  -0.21088686] in the cif file.,mp-1175716_processed.cif
mp-1176074.cif,Move all surrounding atoms within 2.852926700256373 of the center atom at index 26 by [-0.75244585 -1.78625275  1.82990016] in the cif file.,mp-1176074_processed.cif
mp-1176243.cif,Move all surrounding atoms within 3.3186075993395705 of the center atom at index 22 by [-1.18161157  1.67183806  1.78597071] in the cif file.,mp-1176243_processed.cif
mp-1176471.cif,Move all surrounding atoms within 2.396593469348098 of the center atom at index 16 by [ 1.09960997 -2.19783568  2.89867513] in the cif file.,mp-1176471_processed.cif
mp-1176486.cif,Move all surrounding atoms within 1.7345044182492053 of the center atom at index 29 by [-2.7661336   0.40036057  1.26076483] in the cif file.,mp-1176486_processed.cif
mp-1176593.cif,Move all surrounding atoms within 3.6719485847596363 of the center atom at index 22 by [0.81825656 2.57161777 1.71020922] in the cif file.,mp-1176593_processed.cif
mp-1176664.cif,Move all surrounding atoms within 2.293952476688851 of the center atom at index 11 by [-0.81619559  0.7790851  -1.96914412] in the cif file.,mp-1176664_processed.cif
mp-1176678.cif,Move all surrounding atoms within 1.707993674346674 of the center atom at index 14 by [ 1.03058883 -2.54906358 -0.92234959] in the cif file.,mp-1176678_processed.cif
mp-1176692.cif,Move all surrounding atoms within 2.970991168492751 of the center atom at index 6 by [-1.8696235  -2.84196343 -0.54174562] in the cif file.,mp-1176692_processed.cif
mp-1176965.cif,Move all surrounding atoms within 3.106287224947427 of the center atom at index 47 by [2.13877876 0.30879267 0.70526312] in the cif file.,mp-1176965_processed.cif
mp-1177279.cif,Move all surrounding atoms within 2.8887001116312945 of the center atom at index 4 by [0.49599586 0.69614924 1.72784706] in the cif file.,mp-1177279_processed.cif
mp-1177537.cif,Move all surrounding atoms within 1.5265574614302917 of the center atom at index 15 by [-4.02775854 -2.31296631  1.47891923] in the cif file.,mp-1177537_processed.cif
mp-1177559.cif,Move all surrounding atoms within 1.931713304138532 of the center atom at index 42 by [ 3.32092377 -1.10449838  0.5698029 ] in the cif file.,mp-1177559_processed.cif
mp-1177564.cif,Move all surrounding atoms within 1.5888128666636958 of the center atom at index 15 by [-6.81693157  0.5709134  -0.4504366 ] in the cif file.,mp-1177564_processed.cif
mp-1177801.cif,Move all surrounding atoms within 3.833507318348356 of the center atom at index 19 by [ 1.90684462 -0.17570815  2.48425954] in the cif file.,mp-1177801_processed.cif
mp-1178026.cif,Move all surrounding atoms within 2.370506621656673 of the center atom at index 12 by [-0.84005774  0.93317764  2.6185859 ] in the cif file.,mp-1178026_processed.cif
mp-1178085.cif,Move all surrounding atoms within 3.317654255746271 of the center atom at index 36 by [-0.80223472 -0.19152333  2.6706312 ] in the cif file.,mp-1178085_processed.cif
mp-1178148.cif,Move all surrounding atoms within 2.4187001338375094 of the center atom at index 15 by [-1.37270794  0.1543595   1.89637649] in the cif file.,mp-1178148_processed.cif
mp-1178259.cif,Move all surrounding atoms within 3.9307714080743907 of the center atom at index 41 by [ 0.55449603 -2.04683493  1.94297972] in the cif file.,mp-1178259_processed.cif
mp-1178586.cif,Move all surrounding atoms within 2.8658440960690506 of the center atom at index 2 by [ 1.02413353 -1.23296099 -0.55804884] in the cif file.,mp-1178586_processed.cif
