input_cif,action_prompt,output_cif
input_cifs\mp-1035597.cif,Rotate  all surrounding atoms within 1.6357762755166916 of the center atom at index 26 by 1.8459281160142318 radians around the axis [0. 1. 0.] in the cif file.,mp-1035597_processed.cif
input_cifs\mp-1035800.cif,Rotate  all surrounding atoms within 2.253260366717214 of the center atom at index 11 by 5.709757560337485 radians around the axis [1. 0. 0.] in the cif file.,mp-1035800_processed.cif
input_cifs\mp-1037450.cif,Rotate  all surrounding atoms within 2.934797255039343 of the center atom at index 47 by 2.68473386035627 radians around the axis [0. 1. 0.] in the cif file.,mp-1037450_processed.cif
input_cifs\mp-1038247.cif,Rotate  all surrounding atoms within 2.205733293045436 of the center atom at index 37 by 4.525593764783805 radians around the axis [0. 0. 1.] in the cif file.,mp-1038247_processed.cif
input_cifs\mp-1038590.cif,Rotate  all surrounding atoms within 3.6207429621142024 of the center atom at index 26 by 1.426120550932799 radians around the axis [1. 0. 0.] in the cif file.,mp-1038590_processed.cif
input_cifs\mp-1038638.cif,Rotate  all surrounding atoms within 2.168331954168831 of the center atom at index 60 by 3.046198184473028 radians around the axis [0. 1. 0.] in the cif file.,mp-1038638_processed.cif
input_cifs\mp-1039951.cif,Rotate  all surrounding atoms within 3.312052250390791 of the center atom at index 26 by 3.1905750095751446 radians around the axis [1. 0. 0.] in the cif file.,mp-1039951_processed.cif
input_cifs\mp-1040370.cif,Rotate  all surrounding atoms within 3.1642644128569843 of the center atom at index 9 by 0.6405438522847087 radians around the axis [0. 1. 0.] in the cif file.,mp-1040370_processed.cif
input_cifs\mp-1041045.cif,Rotate  all surrounding atoms within 3.2699168764228825 of the center atom at index 18 by 4.428054409742854 radians around the axis [1. 0. 0.] in the cif file.,mp-1041045_processed.cif
input_cifs\mp-1041056.cif,Rotate  all surrounding atoms within 1.8216165833375075 of the center atom at index 4 by 1.3250720248788628 radians around the axis [0. 0. 1.] in the cif file.,mp-1041056_processed.cif
input_cifs\mp-1041213.cif,Rotate  all surrounding atoms within 1.6351421812653688 of the center atom at index 33 by 6.051764038664373 radians around the axis [0. 0. 1.] in the cif file.,mp-1041213_processed.cif
input_cifs\mp-1042028.cif,Rotate  all surrounding atoms within 3.9275271109549528 of the center atom at index 8 by 3.0048341214198917 radians around the axis [0. 0. 1.] in the cif file.,mp-1042028_processed.cif
input_cifs\mp-1042158.cif,Rotate  all surrounding atoms within 2.8820792318593487 of the center atom at index 3 by 2.0364434901438093 radians around the axis [0. 1. 0.] in the cif file.,mp-1042158_processed.cif
input_cifs\mp-1042205.cif,Rotate  all surrounding atoms within 3.384569476687352 of the center atom at index 4 by 4.185351306353272 radians around the axis [1. 0. 0.] in the cif file.,mp-1042205_processed.cif
input_cifs\mp-1042378.cif,Rotate  all surrounding atoms within 2.785337400590208 of the center atom at index 6 by 4.211414804137701 radians around the axis [0. 1. 0.] in the cif file.,mp-1042378_processed.cif
input_cifs\mp-1042415.cif,Rotate  all surrounding atoms within 2.5156736081900553 of the center atom at index 35 by 4.100679665954946 radians around the axis [0. 1. 0.] in the cif file.,mp-1042415_processed.cif
input_cifs\mp-1042656.cif,Rotate  all surrounding atoms within 1.7639516322807975 of the center atom at index 18 by 2.3737955047385855 radians around the axis [0. 1. 0.] in the cif file.,mp-1042656_processed.cif
input_cifs\mp-1042677.cif,Rotate  all surrounding atoms within 3.9525032918292875 of the center atom at index 28 by 3.461895282392763 radians around the axis [1. 0. 0.] in the cif file.,mp-1042677_processed.cif
input_cifs\mp-1042685.cif,Rotate  all surrounding atoms within 3.615343056467758 of the center atom at index 51 by 6.127759261571798 radians around the axis [0. 0. 1.] in the cif file.,mp-1042685_processed.cif
input_cifs\mp-1042896.cif,Rotate  all surrounding atoms within 2.053305064475083 of the center atom at index 4 by 0.9262769114782101 radians around the axis [0. 1. 0.] in the cif file.,mp-1042896_processed.cif
input_cifs\mp-1043828.cif,Rotate  all surrounding atoms within 3.4938089151716256 of the center atom at index 27 by 5.272426078526584 radians around the axis [0. 1. 0.] in the cif file.,mp-1043828_processed.cif
input_cifs\mp-1044049.cif,Rotate  all surrounding atoms within 1.6237930391004125 of the center atom at index 9 by 4.413278403175688 radians around the axis [0. 0. 1.] in the cif file.,mp-1044049_processed.cif
input_cifs\mp-1044636.cif,Rotate  all surrounding atoms within 2.757349080467305 of the center atom at index 45 by 3.6590296969250353 radians around the axis [1. 0. 0.] in the cif file.,mp-1044636_processed.cif
input_cifs\mp-1045786.cif,Rotate  all surrounding atoms within 2.7045403888944417 of the center atom at index 30 by 4.204912989391831 radians around the axis [1. 0. 0.] in the cif file.,mp-1045786_processed.cif
input_cifs\mp-1045992.cif,Rotate  all surrounding atoms within 3.3380590730947763 of the center atom at index 3 by 4.097366743878424 radians around the axis [0. 1. 0.] in the cif file.,mp-1045992_processed.cif
input_cifs\mp-1046286.cif,Rotate  all surrounding atoms within 1.9920475074102595 of the center atom at index 10 by 0.5135023152078029 radians around the axis [0. 1. 0.] in the cif file.,mp-1046286_processed.cif
input_cifs\mp-1047007.cif,Rotate  all surrounding atoms within 3.95888199831768 of the center atom at index 1 by 3.8202859340844575 radians around the axis [0. 0. 1.] in the cif file.,mp-1047007_processed.cif
input_cifs\mp-1047085.cif,Rotate  all surrounding atoms within 2.8426816328020186 of the center atom at index 7 by 5.116619722893294 radians around the axis [0. 1. 0.] in the cif file.,mp-1047085_processed.cif
input_cifs\mp-1047504.cif,Rotate  all surrounding atoms within 2.6159320113115343 of the center atom at index 5 by 2.034679410511594 radians around the axis [0. 1. 0.] in the cif file.,mp-1047504_processed.cif
input_cifs\mp-1047641.cif,Rotate  all surrounding atoms within 2.244437109771322 of the center atom at index 9 by 1.237975558067911 radians around the axis [0. 1. 0.] in the cif file.,mp-1047641_processed.cif
input_cifs\mp-1047798.cif,Rotate  all surrounding atoms within 1.6389096910608532 of the center atom at index 43 by 4.809716056360383 radians around the axis [0. 0. 1.] in the cif file.,mp-1047798_processed.cif
input_cifs\mp-1048141.cif,Rotate  all surrounding atoms within 1.653778229567601 of the center atom at index 14 by 4.301157562329911 radians around the axis [0. 0. 1.] in the cif file.,mp-1048141_processed.cif
input_cifs\mp-1048241.cif,Rotate  all surrounding atoms within 2.5715480339490835 of the center atom at index 4 by 3.9256281635465733 radians around the axis [0. 0. 1.] in the cif file.,mp-1048241_processed.cif
input_cifs\mp-1048742.cif,Rotate  all surrounding atoms within 3.5419659418615694 of the center atom at index 14 by 2.174962277016097 radians around the axis [0. 1. 0.] in the cif file.,mp-1048742_processed.cif
input_cifs\mp-1048819.cif,Rotate  all surrounding atoms within 2.228810445440394 of the center atom at index 8 by 3.8663856139832187 radians around the axis [0. 1. 0.] in the cif file.,mp-1048819_processed.cif
input_cifs\mp-10543.cif,Rotate  all surrounding atoms within 2.3159240419611935 of the center atom at index 6 by 3.1371580981627547 radians around the axis [0. 0. 1.] in the cif file.,mp-10543_processed.cif
input_cifs\mp-1073454.cif,Rotate  all surrounding atoms within 3.6617612251662366 of the center atom at index 11 by 1.0378253122004115 radians around the axis [0. 1. 0.] in the cif file.,mp-1073454_processed.cif
input_cifs\mp-1073857.cif,Rotate  all surrounding atoms within 3.872776122771041 of the center atom at index 8 by 3.055569091959899 radians around the axis [1. 0. 0.] in the cif file.,mp-1073857_processed.cif
input_cifs\mp-1074382.cif,Rotate  all surrounding atoms within 3.2211351065462583 of the center atom at index 1 by 1.1894178885720703 radians around the axis [0. 1. 0.] in the cif file.,mp-1074382_processed.cif
input_cifs\mp-1075115.cif,Rotate  all surrounding atoms within 3.9211340691839514 of the center atom at index 0 by 1.9152819759112343 radians around the axis [0. 0. 1.] in the cif file.,mp-1075115_processed.cif
input_cifs\mp-1076171.cif,Rotate  all surrounding atoms within 2.5275541233117007 of the center atom at index 30 by 0.8219688684809807 radians around the axis [0. 1. 0.] in the cif file.,mp-1076171_processed.cif
input_cifs\mp-1076264.cif,Rotate  all surrounding atoms within 2.074823614570403 of the center atom at index 17 by 1.990177926219683 radians around the axis [1. 0. 0.] in the cif file.,mp-1076264_processed.cif
input_cifs\mp-1080179.cif,Rotate  all surrounding atoms within 3.9327604401042606 of the center atom at index 7 by 3.050449624652254 radians around the axis [1. 0. 0.] in the cif file.,mp-1080179_processed.cif
input_cifs\mp-1080349.cif,Rotate  all surrounding atoms within 2.2561383185830466 of the center atom at index 11 by 1.2791121859384134 radians around the axis [0. 0. 1.] in the cif file.,mp-1080349_processed.cif
input_cifs\mp-1080354.cif,Rotate  all surrounding atoms within 2.4639664568527113 of the center atom at index 19 by 2.6343645562290217 radians around the axis [0. 0. 1.] in the cif file.,mp-1080354_processed.cif
input_cifs\mp-1080713.cif,Rotate  all surrounding atoms within 3.844708051136398 of the center atom at index 4 by 5.854356973033374 radians around the axis [0. 1. 0.] in the cif file.,mp-1080713_processed.cif
input_cifs\mp-1094804.cif,Rotate  all surrounding atoms within 2.114632109939765 of the center atom at index 4 by 3.211658731750364 radians around the axis [0. 0. 1.] in the cif file.,mp-1094804_processed.cif
input_cifs\mp-1095083.cif,Rotate  all surrounding atoms within 2.4277700941865006 of the center atom at index 4 by 3.0093592319603717 radians around the axis [1. 0. 0.] in the cif file.,mp-1095083_processed.cif
input_cifs\mp-1095476.cif,Rotate  all surrounding atoms within 1.7178010514194872 of the center atom at index 5 by 2.934512999300266 radians around the axis [1. 0. 0.] in the cif file.,mp-1095476_processed.cif
input_cifs\mp-1095575.cif,Rotate  all surrounding atoms within 1.6205746171958806 of the center atom at index 3 by 3.736226941300785 radians around the axis [0. 1. 0.] in the cif file.,mp-1095575_processed.cif
input_cifs\mp-1095585.cif,Rotate  all surrounding atoms within 2.691345245915231 of the center atom at index 6 by 2.5099943822631987 radians around the axis [0. 0. 1.] in the cif file.,mp-1095585_processed.cif
input_cifs\mp-1095643.cif,Rotate  all surrounding atoms within 3.895898644053226 of the center atom at index 9 by 0.5033388016906567 radians around the axis [0. 1. 0.] in the cif file.,mp-1095643_processed.cif
input_cifs\mp-1095675.cif,Rotate  all surrounding atoms within 2.848363832437526 of the center atom at index 3 by 0.6657670951346193 radians around the axis [1. 0. 0.] in the cif file.,mp-1095675_processed.cif
input_cifs\mp-1095677.cif,Rotate  all surrounding atoms within 1.7402026312149785 of the center atom at index 0 by 2.9611549210905372 radians around the axis [0. 1. 0.] in the cif file.,mp-1095677_processed.cif
input_cifs\mp-1096913.cif,Rotate  all surrounding atoms within 1.6140654657752658 of the center atom at index 5 by 1.9369334405435163 radians around the axis [0. 0. 1.] in the cif file.,mp-1096913_processed.cif
input_cifs\mp-1099100.cif,Rotate  all surrounding atoms within 1.6693285137367408 of the center atom at index 6 by 2.6068667922925512 radians around the axis [1. 0. 0.] in the cif file.,mp-1099100_processed.cif
input_cifs\mp-1100340.cif,Rotate  all surrounding atoms within 2.696970093244618 of the center atom at index 6 by 2.175076051094784 radians around the axis [0. 0. 1.] in the cif file.,mp-1100340_processed.cif
input_cifs\mp-1100512.cif,Rotate  all surrounding atoms within 3.5336021580003836 of the center atom at index 0 by 1.794700164339596 radians around the axis [0. 1. 0.] in the cif file.,mp-1100512_processed.cif
input_cifs\mp-1100602.cif,Rotate  all surrounding atoms within 2.019867026517943 of the center atom at index 16 by 0.5273947674958764 radians around the axis [0. 0. 1.] in the cif file.,mp-1100602_processed.cif
input_cifs\mp-1100645.cif,Rotate  all surrounding atoms within 2.4281358591025173 of the center atom at index 14 by 6.269177453735498 radians around the axis [1. 0. 0.] in the cif file.,mp-1100645_processed.cif
input_cifs\mp-1100655.cif,Rotate  all surrounding atoms within 2.896644121414748 of the center atom at index 25 by 4.103419122944247 radians around the axis [0. 1. 0.] in the cif file.,mp-1100655_processed.cif
input_cifs\mp-1100709.cif,Rotate  all surrounding atoms within 3.577084638177091 of the center atom at index 3 by 2.850211982523016 radians around the axis [0. 0. 1.] in the cif file.,mp-1100709_processed.cif
input_cifs\mp-1100895.cif,Rotate  all surrounding atoms within 1.8450782687261338 of the center atom at index 20 by 5.2149269342885525 radians around the axis [0. 0. 1.] in the cif file.,mp-1100895_processed.cif
input_cifs\mp-1101365.cif,Rotate  all surrounding atoms within 3.353330605419266 of the center atom at index 52 by 4.2911272881044695 radians around the axis [0. 0. 1.] in the cif file.,mp-1101365_processed.cif
input_cifs\mp-1101490.cif,Rotate  all surrounding atoms within 3.4025703631908284 of the center atom at index 52 by 1.0230860295259103 radians around the axis [0. 0. 1.] in the cif file.,mp-1101490_processed.cif
input_cifs\mp-1101729.cif,Rotate  all surrounding atoms within 3.3622002111341915 of the center atom at index 17 by 1.4354715647650365 radians around the axis [0. 1. 0.] in the cif file.,mp-1101729_processed.cif
input_cifs\mp-1101899.cif,Rotate  all surrounding atoms within 2.018153738699203 of the center atom at index 6 by 5.581686207549632 radians around the axis [0. 0. 1.] in the cif file.,mp-1101899_processed.cif
input_cifs\mp-1102433.cif,Rotate  all surrounding atoms within 2.075173612006496 of the center atom at index 1 by 2.380367937255508 radians around the axis [1. 0. 0.] in the cif file.,mp-1102433_processed.cif
input_cifs\mp-1102534.cif,Rotate  all surrounding atoms within 3.2336284188806346 of the center atom at index 11 by 0.5984573263155368 radians around the axis [0. 1. 0.] in the cif file.,mp-1102534_processed.cif
input_cifs\mp-1102795.cif,Rotate  all surrounding atoms within 3.5024745824685235 of the center atom at index 1 by 1.5161047746958674 radians around the axis [0. 1. 0.] in the cif file.,mp-1102795_processed.cif
input_cifs\mp-1102865.cif,Rotate  all surrounding atoms within 1.695528730670795 of the center atom at index 4 by 3.236990131453147 radians around the axis [0. 0. 1.] in the cif file.,mp-1102865_processed.cif
input_cifs\mp-1102948.cif,Rotate  all surrounding atoms within 1.8765168264727548 of the center atom at index 10 by 1.8922741982593902 radians around the axis [0. 1. 0.] in the cif file.,mp-1102948_processed.cif
input_cifs\mp-1102963.cif,Rotate  all surrounding atoms within 2.8014720780017752 of the center atom at index 10 by 1.906632318984225 radians around the axis [0. 0. 1.] in the cif file.,mp-1102963_processed.cif
input_cifs\mp-1103212.cif,Rotate  all surrounding atoms within 1.5880687544844336 of the center atom at index 0 by 0.7900502147975812 radians around the axis [0. 1. 0.] in the cif file.,mp-1103212_processed.cif
input_cifs\mp-1103303.cif,Rotate  all surrounding atoms within 1.8773294293699634 of the center atom at index 3 by 3.0217462802483737 radians around the axis [0. 1. 0.] in the cif file.,mp-1103303_processed.cif
input_cifs\mp-1103651.cif,Rotate  all surrounding atoms within 2.40531727484326 of the center atom at index 10 by 0.9940166443874154 radians around the axis [1. 0. 0.] in the cif file.,mp-1103651_processed.cif
input_cifs\mp-1104386.cif,Rotate  all surrounding atoms within 3.140628995603527 of the center atom at index 9 by 1.6476599529608733 radians around the axis [0. 1. 0.] in the cif file.,mp-1104386_processed.cif
input_cifs\mp-1104404.cif,Rotate  all surrounding atoms within 2.5441856684371977 of the center atom at index 5 by 4.107512294334645 radians around the axis [1. 0. 0.] in the cif file.,mp-1104404_processed.cif
input_cifs\mp-1104448.cif,Rotate  all surrounding atoms within 3.08292922292579 of the center atom at index 18 by 1.8384262694035323 radians around the axis [0. 1. 0.] in the cif file.,mp-1104448_processed.cif
input_cifs\mp-1105372.cif,Rotate  all surrounding atoms within 2.6236120326369052 of the center atom at index 1 by 4.73273822268866 radians around the axis [1. 0. 0.] in the cif file.,mp-1105372_processed.cif
input_cifs\mp-1105581.cif,Rotate  all surrounding atoms within 2.1441560320745627 of the center atom at index 1 by 1.1652921711972528 radians around the axis [0. 1. 0.] in the cif file.,mp-1105581_processed.cif
input_cifs\mp-1105587.cif,Rotate  all surrounding atoms within 3.0352230278428087 of the center atom at index 14 by 2.7228067568746224 radians around the axis [1. 0. 0.] in the cif file.,mp-1105587_processed.cif
input_cifs\mp-1105631.cif,Rotate  all surrounding atoms within 3.1994924565868317 of the center atom at index 5 by 0.7973501004876978 radians around the axis [1. 0. 0.] in the cif file.,mp-1105631_processed.cif
input_cifs\mp-1105736.cif,Rotate  all surrounding atoms within 1.7237875592748715 of the center atom at index 11 by 5.927868961634328 radians around the axis [0. 0. 1.] in the cif file.,mp-1105736_processed.cif
input_cifs\mp-1105952.cif,Rotate  all surrounding atoms within 2.6743552298942395 of the center atom at index 15 by 2.5717545524433687 radians around the axis [0. 0. 1.] in the cif file.,mp-1105952_processed.cif
input_cifs\mp-1105985.cif,Rotate  all surrounding atoms within 3.077250543085704 of the center atom at index 11 by 1.5919826267170898 radians around the axis [0. 0. 1.] in the cif file.,mp-1105985_processed.cif
input_cifs\mp-1106159.cif,Rotate  all surrounding atoms within 3.9076307407455593 of the center atom at index 13 by 1.352166664907942 radians around the axis [0. 0. 1.] in the cif file.,mp-1106159_processed.cif
input_cifs\mp-1110626.cif,Rotate  all surrounding atoms within 3.940016338946986 of the center atom at index 7 by 4.862375813410708 radians around the axis [0. 0. 1.] in the cif file.,mp-1110626_processed.cif
input_cifs\mp-1110754.cif,Rotate  all surrounding atoms within 2.173589459334785 of the center atom at index 4 by 4.237961650327661 radians around the axis [0. 1. 0.] in the cif file.,mp-1110754_processed.cif
input_cifs\mp-1111211.cif,Rotate  all surrounding atoms within 2.3288970202907735 of the center atom at index 7 by 0.9026036020559288 radians around the axis [0. 0. 1.] in the cif file.,mp-1111211_processed.cif
input_cifs\mp-1111610.cif,Rotate  all surrounding atoms within 3.6527864403852313 of the center atom at index 4 by 1.466367663279483 radians around the axis [0. 1. 0.] in the cif file.,mp-1111610_processed.cif
input_cifs\mp-1111940.cif,Rotate  all surrounding atoms within 2.7041628208559567 of the center atom at index 2 by 0.7027521747269405 radians around the axis [0. 1. 0.] in the cif file.,mp-1111940_processed.cif
input_cifs\mp-1112257.cif,Rotate  all surrounding atoms within 2.779945891373502 of the center atom at index 9 by 4.44120586702174 radians around the axis [0. 1. 0.] in the cif file.,mp-1112257_processed.cif
input_cifs\mp-1112416.cif,Rotate  all surrounding atoms within 1.7938814750767607 of the center atom at index 5 by 5.671002591537965 radians around the axis [0. 0. 1.] in the cif file.,mp-1112416_processed.cif
input_cifs\mp-11143.cif,Rotate  all surrounding atoms within 2.5480244843000186 of the center atom at index 23 by 5.439293935941905 radians around the axis [0. 1. 0.] in the cif file.,mp-11143_processed.cif
input_cifs\mp-11145.cif,Rotate  all surrounding atoms within 3.2871571657930727 of the center atom at index 7 by 0.550459334062904 radians around the axis [1. 0. 0.] in the cif file.,mp-11145_processed.cif
input_cifs\mp-1120749.cif,Rotate  all surrounding atoms within 3.5741898611069916 of the center atom at index 22 by 3.15050363489718 radians around the axis [0. 1. 0.] in the cif file.,mp-1120749_processed.cif
input_cifs\mp-11250.cif,Rotate  all surrounding atoms within 1.6356077485272322 of the center atom at index 7 by 2.992884925601413 radians around the axis [1. 0. 0.] in the cif file.,mp-11250_processed.cif
input_cifs\mp-1157680.cif,Rotate  all surrounding atoms within 2.3569313856895393 of the center atom at index 15 by 2.993044994551197 radians around the axis [0. 0. 1.] in the cif file.,mp-1157680_processed.cif
input_cifs\mp-1173361.cif,Rotate  all surrounding atoms within 2.9318088586897333 of the center atom at index 8 by 2.0445701294787475 radians around the axis [0. 1. 0.] in the cif file.,mp-1173361_processed.cif
input_cifs\mp-1173548.cif,Rotate  all surrounding atoms within 2.4097664368174208 of the center atom at index 1 by 2.1250476055650984 radians around the axis [0. 1. 0.] in the cif file.,mp-1173548_processed.cif
input_cifs\mp-1173561.cif,Rotate  all surrounding atoms within 3.6365761799295067 of the center atom at index 1 by 2.196438344248767 radians around the axis [1. 0. 0.] in the cif file.,mp-1173561_processed.cif
input_cifs\mp-1173706.cif,Rotate  all surrounding atoms within 2.2187754264745436 of the center atom at index 19 by 2.0804133972228125 radians around the axis [0. 1. 0.] in the cif file.,mp-1173706_processed.cif
input_cifs\mp-1173883.cif,Rotate  all surrounding atoms within 3.486729025454406 of the center atom at index 2 by 3.4122861760641165 radians around the axis [1. 0. 0.] in the cif file.,mp-1173883_processed.cif
input_cifs\mp-1174010.cif,Rotate  all surrounding atoms within 2.3778849815660035 of the center atom at index 16 by 3.1303217927447506 radians around the axis [0. 0. 1.] in the cif file.,mp-1174010_processed.cif
input_cifs\mp-1174079.cif,Rotate  all surrounding atoms within 2.0791389129715356 of the center atom at index 9 by 4.957168723595439 radians around the axis [1. 0. 0.] in the cif file.,mp-1174079_processed.cif
input_cifs\mp-1174299.cif,Rotate  all surrounding atoms within 1.6411497170488403 of the center atom at index 10 by 4.3405193702515135 radians around the axis [0. 1. 0.] in the cif file.,mp-1174299_processed.cif
input_cifs\mp-1174536.cif,Rotate  all surrounding atoms within 3.673924766178819 of the center atom at index 17 by 1.1786769183550647 radians around the axis [0. 0. 1.] in the cif file.,mp-1174536_processed.cif
input_cifs\mp-1174549.cif,Rotate  all surrounding atoms within 2.4850345433881875 of the center atom at index 23 by 1.262229791045276 radians around the axis [0. 1. 0.] in the cif file.,mp-1174549_processed.cif
input_cifs\mp-1174561.cif,Rotate  all surrounding atoms within 1.5024623312454966 of the center atom at index 24 by 0.5482328957701903 radians around the axis [0. 0. 1.] in the cif file.,mp-1174561_processed.cif
input_cifs\mp-1174631.cif,Rotate  all surrounding atoms within 2.934890447228911 of the center atom at index 1 by 2.7788280343897256 radians around the axis [0. 1. 0.] in the cif file.,mp-1174631_processed.cif
input_cifs\mp-1174708.cif,Rotate  all surrounding atoms within 3.7809264524883406 of the center atom at index 23 by 0.7161926937882581 radians around the axis [0. 1. 0.] in the cif file.,mp-1174708_processed.cif
