input_cif,action_prompt,output_cif
input_cifs\mp-1038638.cif,Move atom at index 52 by [ 2.55425715 -0.81137746 -1.83416399] in the cif file.,output_cifs\move_atom_action\mp-1038638_processed.cif
input_cifs\mp-1039951.cif,Move atom at index 54 by [ 0.31538348 -0.8554409   1.16129007] in the cif file.,output_cifs\move_atom_action\mp-1039951_processed.cif
input_cifs\mp-1040370.cif,Move atom at index 63 by [-0.57461678 -0.34173118  0.50589872] in the cif file.,output_cifs\move_atom_action\mp-1040370_processed.cif
input_cifs\mp-1041045.cif,Move atom at index 21 by [-0.01654501 -2.80983164  0.26676331] in the cif file.,output_cifs\move_atom_action\mp-1041045_processed.cif
input_cifs\mp-1041056.cif,Move atom at index 18 by [-0.91130937  0.79972975  2.72969427] in the cif file.,output_cifs\move_atom_action\mp-1041056_processed.cif
input_cifs\mp-1041213.cif,Move atom at index 11 by [-0.3126439   1.25586999  0.3459836 ] in the cif file.,output_cifs\move_atom_action\mp-1041213_processed.cif
input_cifs\mp-1042028.cif,Move atom at index 13 by [ 2.88632647  0.89716274 -0.5285625 ] in the cif file.,output_cifs\move_atom_action\mp-1042028_processed.cif
input_cifs\mp-1042158.cif,Move atom at index 22 by [ 3.56553037 -1.0144916  -1.16369594] in the cif file.,output_cifs\move_atom_action\mp-1042158_processed.cif
input_cifs\mp-1042205.cif,Move atom at index 2 by [ 0.62634773 -1.08959619  2.0812216 ] in the cif file.,output_cifs\move_atom_action\mp-1042205_processed.cif
input_cifs\mp-1042378.cif,Move atom at index 2 by [0.08595501 2.83387774 0.5306825 ] in the cif file.,output_cifs\move_atom_action\mp-1042378_processed.cif
input_cifs\mp-1042415.cif,Move atom at index 27 by [ 0.7657683  -5.09767245  1.7281863 ] in the cif file.,output_cifs\move_atom_action\mp-1042415_processed.cif
input_cifs\mp-1042656.cif,Move atom at index 2 by [-4.42716134  1.25071153  3.10650114] in the cif file.,output_cifs\move_atom_action\mp-1042656_processed.cif
input_cifs\mp-1042677.cif,Move atom at index 6 by [ 0.16673161 -2.80557414 -1.06017756] in the cif file.,output_cifs\move_atom_action\mp-1042677_processed.cif
input_cifs\mp-1042685.cif,Move atom at index 2 by [-0.50133693  1.73885489 -2.54426994] in the cif file.,output_cifs\move_atom_action\mp-1042685_processed.cif
input_cifs\mp-1042896.cif,Move atom at index 13 by [2.99929434 2.18746869 2.4213916 ] in the cif file.,output_cifs\move_atom_action\mp-1042896_processed.cif
input_cifs\mp-1043828.cif,Move atom at index 26 by [-1.63323106  2.91119703 -0.86669197] in the cif file.,output_cifs\move_atom_action\mp-1043828_processed.cif
input_cifs\mp-1044049.cif,Move atom at index 5 by [3.53376518 0.75599399 1.04061885] in the cif file.,output_cifs\move_atom_action\mp-1044049_processed.cif
input_cifs\mp-1044636.cif,Move atom at index 46 by [-2.58566596  1.70587558  0.39917069] in the cif file.,output_cifs\move_atom_action\mp-1044636_processed.cif
input_cifs\mp-1045786.cif,Move atom at index 29 by [1.0955535  1.17685528 0.70432274] in the cif file.,output_cifs\move_atom_action\mp-1045786_processed.cif
input_cifs\mp-1045992.cif,Move atom at index 8 by [-1.02018416  5.00522743  0.41314902] in the cif file.,output_cifs\move_atom_action\mp-1045992_processed.cif
input_cifs\mp-1046286.cif,Move atom at index 16 by [-0.23865828 -1.50379927 -2.10500719] in the cif file.,output_cifs\move_atom_action\mp-1046286_processed.cif
input_cifs\mp-1047007.cif,Move atom at index 9 by [-2.75745133  4.71782108  2.25136115] in the cif file.,output_cifs\move_atom_action\mp-1047007_processed.cif
input_cifs\mp-1047085.cif,Move atom at index 6 by [-0.39417233  1.03941685 -1.80863715] in the cif file.,output_cifs\move_atom_action\mp-1047085_processed.cif
input_cifs\mp-1047504.cif,Move atom at index 6 by [-1.16672727 -1.94384001  0.26496373] in the cif file.,output_cifs\move_atom_action\mp-1047504_processed.cif
input_cifs\mp-1047641.cif,Move atom at index 3 by [1.05942896 0.31174022 2.6668625 ] in the cif file.,output_cifs\move_atom_action\mp-1047641_processed.cif
input_cifs\mp-1047798.cif,Move atom at index 2 by [ 0.70007721 -0.64828063 -0.50700104] in the cif file.,output_cifs\move_atom_action\mp-1047798_processed.cif
input_cifs\mp-1048141.cif,Move atom at index 12 by [-4.24087331  0.11125364  2.445346  ] in the cif file.,output_cifs\move_atom_action\mp-1048141_processed.cif
input_cifs\mp-1048241.cif,Move atom at index 1 by [1.20994542 0.73164476 0.46232304] in the cif file.,output_cifs\move_atom_action\mp-1048241_processed.cif
input_cifs\mp-1048742.cif,Move atom at index 8 by [-1.36184454 -2.11344403  1.83257192] in the cif file.,output_cifs\move_atom_action\mp-1048742_processed.cif
input_cifs\mp-1048819.cif,Move atom at index 9 by [4.56375247 3.75098882 2.2789269 ] in the cif file.,output_cifs\move_atom_action\mp-1048819_processed.cif
input_cifs\mp-10543.cif,Move atom at index 7 by [ 0.81983613  0.82290927 -2.35482955] in the cif file.,output_cifs\move_atom_action\mp-10543_processed.cif
input_cifs\mp-1073454.cif,Move atom at index 23 by [ 1.68102967 -3.3084026  -3.2739744 ] in the cif file.,output_cifs\move_atom_action\mp-1073454_processed.cif
input_cifs\mp-1073857.cif,Move atom at index 9 by [-2.62660904 -0.29747674  0.74068869] in the cif file.,output_cifs\move_atom_action\mp-1073857_processed.cif
input_cifs\mp-1074382.cif,Move atom at index 7 by [-1.17979942 -2.1061972  -3.20614432] in the cif file.,output_cifs\move_atom_action\mp-1074382_processed.cif
input_cifs\mp-1075115.cif,Move atom at index 7 by [1.39430247 2.07138324 0.03872193] in the cif file.,output_cifs\move_atom_action\mp-1075115_processed.cif
input_cifs\mp-1076171.cif,Move atom at index 17 by [ 2.43877582 -0.44068397  1.80473932] in the cif file.,output_cifs\move_atom_action\mp-1076171_processed.cif
input_cifs\mp-1076264.cif,Move atom at index 37 by [-2.11669346 -1.4660041   0.27213928] in the cif file.,output_cifs\move_atom_action\mp-1076264_processed.cif
input_cifs\mp-1080179.cif,Move atom at index 7 by [ 1.97902932e+00  5.09193903e-01 -8.00148961e-04] in the cif file.,output_cifs\move_atom_action\mp-1080179_processed.cif
input_cifs\mp-1080349.cif,Move atom at index 16 by [ 0.75062415 -2.40268564 -3.35866301] in the cif file.,output_cifs\move_atom_action\mp-1080349_processed.cif
input_cifs\mp-1080354.cif,Move atom at index 19 by [-2.32940644 -2.26553992 -2.50348608] in the cif file.,output_cifs\move_atom_action\mp-1080354_processed.cif
input_cifs\mp-1080713.cif,Move atom at index 8 by [ 0.33406603 -1.60848312  4.4822485 ] in the cif file.,output_cifs\move_atom_action\mp-1080713_processed.cif
input_cifs\mp-1094804.cif,Move atom at index 4 by [ 5.48162618  1.43150803 -3.66133955] in the cif file.,output_cifs\move_atom_action\mp-1094804_processed.cif
input_cifs\mp-1095083.cif,Move atom at index 9 by [-1.05262389 -0.22695343  2.37951489] in the cif file.,output_cifs\move_atom_action\mp-1095083_processed.cif
input_cifs\mp-1095476.cif,Move atom at index 0 by [-0.03451573  2.14963177 -0.560851  ] in the cif file.,output_cifs\move_atom_action\mp-1095476_processed.cif
input_cifs\mp-1095575.cif,Move atom at index 8 by [-2.08409658 -4.22995406  0.79348946] in the cif file.,output_cifs\move_atom_action\mp-1095575_processed.cif
input_cifs\mp-1095585.cif,Move atom at index 9 by [ 3.25929773 -0.82068995  1.24123987] in the cif file.,output_cifs\move_atom_action\mp-1095585_processed.cif
input_cifs\mp-1095643.cif,Move atom at index 5 by [-3.42061564  2.95044109 -0.02152968] in the cif file.,output_cifs\move_atom_action\mp-1095643_processed.cif
input_cifs\mp-1095675.cif,Move atom at index 0 by [ 0.04726138 -0.07543876  5.07876335] in the cif file.,output_cifs\move_atom_action\mp-1095675_processed.cif
input_cifs\mp-1095677.cif,Move atom at index 9 by [ 1.00051629 -0.82679167 -0.09164613] in the cif file.,output_cifs\move_atom_action\mp-1095677_processed.cif
input_cifs\mp-1096913.cif,Move atom at index 10 by [-1.08964934 -1.91934764 -0.68136183] in the cif file.,output_cifs\move_atom_action\mp-1096913_processed.cif
input_cifs\mp-1099100.cif,Move atom at index 3 by [-2.83057866 -0.14572246  0.90777002] in the cif file.,output_cifs\move_atom_action\mp-1099100_processed.cif
input_cifs\mp-1100340.cif,Move atom at index 3 by [-0.21148193  0.48527045  1.01518351] in the cif file.,output_cifs\move_atom_action\mp-1100340_processed.cif
input_cifs\mp-1100512.cif,Move atom at index 21 by [-0.19203666 -1.52844863 -1.69779031] in the cif file.,output_cifs\move_atom_action\mp-1100512_processed.cif
input_cifs\mp-1100602.cif,Move atom at index 18 by [-0.62357292 -1.42374637 -2.89204411] in the cif file.,output_cifs\move_atom_action\mp-1100602_processed.cif
input_cifs\mp-1100645.cif,Move atom at index 19 by [-1.94640334 -1.57156486  1.82984184] in the cif file.,output_cifs\move_atom_action\mp-1100645_processed.cif
input_cifs\mp-1100655.cif,Move atom at index 8 by [ 3.35180473 -0.12366911 -1.29762792] in the cif file.,output_cifs\move_atom_action\mp-1100655_processed.cif
input_cifs\mp-1100709.cif,Move atom at index 10 by [-0.68469407  1.68134888 -2.25163501] in the cif file.,output_cifs\move_atom_action\mp-1100709_processed.cif
input_cifs\mp-1100895.cif,Move atom at index 12 by [ 0.49846774 -1.53730207 -0.34435756] in the cif file.,output_cifs\move_atom_action\mp-1100895_processed.cif
input_cifs\mp-1101365.cif,Move atom at index 76 by [ 1.31340901 -0.45215727  0.28826367] in the cif file.,output_cifs\move_atom_action\mp-1101365_processed.cif
input_cifs\mp-1101490.cif,Move atom at index 65 by [-0.13368704  0.31051438  4.12004149] in the cif file.,output_cifs\move_atom_action\mp-1101490_processed.cif
input_cifs\mp-1101729.cif,Move atom at index 7 by [-2.11594934 -2.94160069  3.07246228] in the cif file.,output_cifs\move_atom_action\mp-1101729_processed.cif
input_cifs\mp-1101899.cif,Move atom at index 11 by [-2.86391751 -0.33715745 -1.80930643] in the cif file.,output_cifs\move_atom_action\mp-1101899_processed.cif
input_cifs\mp-1102433.cif,Move atom at index 7 by [ 1.21836233 -0.75647927  2.55347259] in the cif file.,output_cifs\move_atom_action\mp-1102433_processed.cif
input_cifs\mp-1102534.cif,Move atom at index 7 by [0.14940418 1.92359643 0.18989932] in the cif file.,output_cifs\move_atom_action\mp-1102534_processed.cif
input_cifs\mp-1102795.cif,Move atom at index 10 by [-1.91109983  1.29791521  0.79034727] in the cif file.,output_cifs\move_atom_action\mp-1102795_processed.cif
input_cifs\mp-1102865.cif,Move atom at index 1 by [-1.04544379  2.73652705  0.35090158] in the cif file.,output_cifs\move_atom_action\mp-1102865_processed.cif
input_cifs\mp-1102948.cif,Move atom at index 7 by [ 1.39887217 -1.0678864  -1.12337381] in the cif file.,output_cifs\move_atom_action\mp-1102948_processed.cif
input_cifs\mp-1102963.cif,Move atom at index 3 by [3.67052819 0.1353324  0.99585355] in the cif file.,output_cifs\move_atom_action\mp-1102963_processed.cif
input_cifs\mp-1103212.cif,Move atom at index 5 by [-0.34692445 -0.59778013  1.96806438] in the cif file.,output_cifs\move_atom_action\mp-1103212_processed.cif
input_cifs\mp-1103303.cif,Move atom at index 3 by [ 2.60168444 -0.60035533  1.36985576] in the cif file.,output_cifs\move_atom_action\mp-1103303_processed.cif
input_cifs\mp-1103651.cif,Move atom at index 4 by [ 1.01219438 -3.55482965  0.96554661] in the cif file.,output_cifs\move_atom_action\mp-1103651_processed.cif
input_cifs\mp-1104386.cif,Move atom at index 2 by [-1.16341015  3.85481344 -2.16014943] in the cif file.,output_cifs\move_atom_action\mp-1104386_processed.cif
input_cifs\mp-1104404.cif,Move atom at index 0 by [1.54173236 3.58768205 3.67856576] in the cif file.,output_cifs\move_atom_action\mp-1104404_processed.cif
input_cifs\mp-1104448.cif,Move atom at index 5 by [ 0.61455691  0.24896788 -3.11502119] in the cif file.,output_cifs\move_atom_action\mp-1104448_processed.cif
input_cifs\mp-1105372.cif,Move atom at index 5 by [-1.35822545  3.69402312 -0.27896552] in the cif file.,output_cifs\move_atom_action\mp-1105372_processed.cif
input_cifs\mp-1105581.cif,Move atom at index 10 by [-1.1294068   0.45864123  0.58919982] in the cif file.,output_cifs\move_atom_action\mp-1105581_processed.cif
input_cifs\mp-1105587.cif,Move atom at index 15 by [-3.64167681 -0.51453253  3.25448517] in the cif file.,output_cifs\move_atom_action\mp-1105587_processed.cif
input_cifs\mp-1105631.cif,Move atom at index 2 by [-4.28705097 -0.13686511 -1.37936144] in the cif file.,output_cifs\move_atom_action\mp-1105631_processed.cif
input_cifs\mp-1105736.cif,Move atom at index 14 by [-0.69846667 -0.22824648 -2.17343963] in the cif file.,output_cifs\move_atom_action\mp-1105736_processed.cif
input_cifs\mp-1105952.cif,Move atom at index 4 by [ 2.25712504 -1.43253837  1.91214003] in the cif file.,output_cifs\move_atom_action\mp-1105952_processed.cif
input_cifs\mp-1105985.cif,Move atom at index 15 by [-0.96462806  1.01617686  1.27204928] in the cif file.,output_cifs\move_atom_action\mp-1105985_processed.cif
input_cifs\mp-1106159.cif,Move atom at index 14 by [ 2.73279624 -2.08861055  0.29642746] in the cif file.,output_cifs\move_atom_action\mp-1106159_processed.cif
input_cifs\mp-1110626.cif,Move atom at index 0 by [ 3.1509406  -0.28521148 -0.28914512] in the cif file.,output_cifs\move_atom_action\mp-1110626_processed.cif
input_cifs\mp-1110754.cif,Move atom at index 5 by [ 1.46798727  0.04574907 -3.1223458 ] in the cif file.,output_cifs\move_atom_action\mp-1110754_processed.cif
input_cifs\mp-1111211.cif,Move atom at index 9 by [ 1.33710128 -2.20039434  1.28114106] in the cif file.,output_cifs\move_atom_action\mp-1111211_processed.cif
input_cifs\mp-1111610.cif,Move atom at index 2 by [-1.34337689  0.16128838  1.00119758] in the cif file.,output_cifs\move_atom_action\mp-1111610_processed.cif
input_cifs\mp-1111940.cif,Move atom at index 3 by [ 1.48862546 -0.53188834 -2.11346811] in the cif file.,output_cifs\move_atom_action\mp-1111940_processed.cif
input_cifs\mp-1112257.cif,Move atom at index 9 by [-0.63961689  0.15843675 -0.56162942] in the cif file.,output_cifs\move_atom_action\mp-1112257_processed.cif
input_cifs\mp-1112416.cif,Move atom at index 6 by [-1.39536863  0.64851267  1.96648478] in the cif file.,output_cifs\move_atom_action\mp-1112416_processed.cif
input_cifs\mp-11143.cif,Move atom at index 18 by [ 0.03290257 -1.80185999  1.43878884] in the cif file.,output_cifs\move_atom_action\mp-11143_processed.cif
input_cifs\mp-11145.cif,Move atom at index 27 by [2.96697534 4.2933008  0.83798528] in the cif file.,output_cifs\move_atom_action\mp-11145_processed.cif
input_cifs\mp-1120749.cif,Move atom at index 3 by [-0.88584097  0.61446709 -0.84081423] in the cif file.,output_cifs\move_atom_action\mp-1120749_processed.cif
input_cifs\mp-11250.cif,Move atom at index 7 by [-0.86543457 -0.68025273 -2.78154993] in the cif file.,output_cifs\move_atom_action\mp-11250_processed.cif
input_cifs\mp-1157680.cif,Move atom at index 1 by [-2.17968524  1.03462667  0.57073111] in the cif file.,output_cifs\move_atom_action\mp-1157680_processed.cif
input_cifs\mp-1173361.cif,Move atom at index 1 by [ 0.93271173  0.63999883 -0.22814058] in the cif file.,output_cifs\move_atom_action\mp-1173361_processed.cif
input_cifs\mp-1173548.cif,Move atom at index 9 by [ 0.62138137  0.80071903 -2.50336762] in the cif file.,output_cifs\move_atom_action\mp-1173548_processed.cif
input_cifs\mp-1173561.cif,Move atom at index 30 by [ 0.28912772 -0.66136683  2.68141874] in the cif file.,output_cifs\move_atom_action\mp-1173561_processed.cif
input_cifs\mp-1173706.cif,Move atom at index 9 by [-1.27020705  3.00070097 -2.48745283] in the cif file.,output_cifs\move_atom_action\mp-1173706_processed.cif
input_cifs\mp-1173883.cif,Move atom at index 11 by [1.79613133 3.62593365 2.67603831] in the cif file.,output_cifs\move_atom_action\mp-1173883_processed.cif
input_cifs\mp-1174010.cif,Move atom at index 17 by [ 2.17000103 -0.05740703 -0.82546293] in the cif file.,output_cifs\move_atom_action\mp-1174010_processed.cif
input_cifs\mp-1174079.cif,Move atom at index 3 by [-1.44740208  1.67658861  1.03079616] in the cif file.,output_cifs\move_atom_action\mp-1174079_processed.cif
input_cifs\mp-1174299.cif,Move atom at index 24 by [ 1.01461969 -0.71747998 -1.3066773 ] in the cif file.,output_cifs\move_atom_action\mp-1174299_processed.cif
input_cifs\mp-1174536.cif,Move atom at index 9 by [ 1.51209235  0.28789441 -1.71137558] in the cif file.,output_cifs\move_atom_action\mp-1174536_processed.cif
input_cifs\mp-1174549.cif,Move atom at index 3 by [ 1.44049616  0.30716497 -1.83893414] in the cif file.,output_cifs\move_atom_action\mp-1174549_processed.cif
input_cifs\mp-1174561.cif,Move atom at index 5 by [-0.08816393 -1.04065303  0.82430915] in the cif file.,output_cifs\move_atom_action\mp-1174561_processed.cif
input_cifs\mp-1174631.cif,Move atom at index 25 by [ 0.38324571  4.02688381 -2.3099606 ] in the cif file.,output_cifs\move_atom_action\mp-1174631_processed.cif
input_cifs\mp-1174708.cif,Move atom at index 7 by [-1.73034254 -0.65143028 -1.81845781] in the cif file.,output_cifs\move_atom_action\mp-1174708_processed.cif
input_cifs\mp-1175060.cif,Move atom at index 14 by [-3.33385675  1.592729   -0.203178  ] in the cif file.,output_cifs\move_atom_action\mp-1175060_processed.cif
input_cifs\mp-1175670.cif,Move atom at index 6 by [ 1.2266536  -1.25221751 -2.70028998] in the cif file.,output_cifs\move_atom_action\mp-1175670_processed.cif
input_cifs\mp-1175676.cif,Move atom at index 2 by [ 3.18481713  0.01004634 -0.3728819 ] in the cif file.,output_cifs\move_atom_action\mp-1175676_processed.cif
input_cifs\mp-1175716.cif,Move atom at index 12 by [0.60486958 3.42164534 1.23277216] in the cif file.,output_cifs\move_atom_action\mp-1175716_processed.cif
input_cifs\mp-1176074.cif,Move atom at index 13 by [ 0.24063823 -0.41415756  2.71903799] in the cif file.,output_cifs\move_atom_action\mp-1176074_processed.cif
input_cifs\mp-1176243.cif,Move atom at index 16 by [ 1.51662935 -0.95716846 -0.71247665] in the cif file.,output_cifs\move_atom_action\mp-1176243_processed.cif
input_cifs\mp-1176471.cif,Move atom at index 14 by [1.60373278 0.20835449 3.90542306] in the cif file.,output_cifs\move_atom_action\mp-1176471_processed.cif
input_cifs\mp-1176486.cif,Move atom at index 33 by [1.10566366 0.06637921 1.96634817] in the cif file.,output_cifs\move_atom_action\mp-1176486_processed.cif
input_cifs\mp-1176593.cif,Move atom at index 17 by [-2.04677833  0.73940467 -4.19746002] in the cif file.,output_cifs\move_atom_action\mp-1176593_processed.cif
input_cifs\mp-1176664.cif,Move atom at index 7 by [ 0.32671981  0.2752218  -2.79880517] in the cif file.,output_cifs\move_atom_action\mp-1176664_processed.cif
input_cifs\mp-1176678.cif,Move atom at index 26 by [ 0.14540919 -1.8367788   3.73814153] in the cif file.,output_cifs\move_atom_action\mp-1176678_processed.cif
input_cifs\mp-1176692.cif,Move atom at index 21 by [ 2.09745685  0.57520646 -0.1144138 ] in the cif file.,output_cifs\move_atom_action\mp-1176692_processed.cif
input_cifs\mp-1176965.cif,Move atom at index 77 by [ 0.87440123 -1.15182142 -0.73255642] in the cif file.,output_cifs\move_atom_action\mp-1176965_processed.cif
input_cifs\mp-1177279.cif,Move atom at index 27 by [-0.48909838  1.90426533 -0.69887205] in the cif file.,output_cifs\move_atom_action\mp-1177279_processed.cif
input_cifs\mp-1177537.cif,Move atom at index 21 by [ 3.07088476  0.55918208 -1.44148184] in the cif file.,output_cifs\move_atom_action\mp-1177537_processed.cif
input_cifs\mp-1177559.cif,Move atom at index 73 by [ 0.23969527  0.84264101 -3.53556772] in the cif file.,output_cifs\move_atom_action\mp-1177559_processed.cif
input_cifs\mp-1177564.cif,Move atom at index 3 by [-0.36103806  1.05508588  3.4791349 ] in the cif file.,output_cifs\move_atom_action\mp-1177564_processed.cif
input_cifs\mp-1177801.cif,Move atom at index 15 by [-1.9485905  -1.30940138 -1.54967349] in the cif file.,output_cifs\move_atom_action\mp-1177801_processed.cif
input_cifs\mp-1178026.cif,Move atom at index 2 by [ 2.83933559 -0.25736294 -2.78685699] in the cif file.,output_cifs\move_atom_action\mp-1178026_processed.cif
input_cifs\mp-1178085.cif,Move atom at index 0 by [-4.34379936 -1.53460894 -2.7111006 ] in the cif file.,output_cifs\move_atom_action\mp-1178085_processed.cif
input_cifs\mp-1178148.cif,Move atom at index 20 by [ 2.49943983 -2.42033804  0.12954725] in the cif file.,output_cifs\move_atom_action\mp-1178148_processed.cif
input_cifs\mp-1178259.cif,Move atom at index 8 by [ 0.17510111 -2.36503294  5.71215679] in the cif file.,output_cifs\move_atom_action\mp-1178259_processed.cif
input_cifs\mp-1178586.cif,Move atom at index 69 by [ 0.5128492  -0.6761138   1.88187591] in the cif file.,output_cifs\move_atom_action\mp-1178586_processed.cif
input_cifs\mp-1180130.cif,Move atom at index 23 by [-3.64511538 -2.39233009 -2.79329446] in the cif file.,output_cifs\move_atom_action\mp-1180130_processed.cif
input_cifs\mp-1180252.cif,Move atom at index 2 by [-0.52671501 -1.94042876 -0.9503073 ] in the cif file.,output_cifs\move_atom_action\mp-1180252_processed.cif
input_cifs\mp-1180744.cif,Move atom at index 12 by [-2.2407174   0.99826378  3.12614656] in the cif file.,output_cifs\move_atom_action\mp-1180744_processed.cif
input_cifs\mp-1180763.cif,Move atom at index 26 by [ 4.26932856 -1.3884884   0.44301259] in the cif file.,output_cifs\move_atom_action\mp-1180763_processed.cif
input_cifs\mp-1181255.cif,Move atom at index 28 by [ 0.43027449  3.41167309 -0.4004514 ] in the cif file.,output_cifs\move_atom_action\mp-1181255_processed.cif
