input_cif,action_prompt,output_cif
mp-1187455-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.53 angstrom from atom at 3 in the cif file.",mp-1187455-Fm-3m_processed.cif
mp-1188817-Pm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.15 angstrom from atom at 3 in the cif file.",mp-1188817-Pm-3m_processed.cif
mp-1193402-C2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.04 angstrom from atom at 3 in the cif file.",mp-1193402-C2_m_processed.cif
mp-1205915-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.63 angstrom from atom at 3 in the cif file.",mp-1205915-I4_mmm_processed.cif
mp-1207249-Cmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 14.27 angstrom from atom at 3 in the cif file.",mp-1207249-Cmmm_processed.cif
mp-1207373-Cmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 14.77 angstrom from atom at 3 in the cif file.",mp-1207373-Cmmm_processed.cif
mp-1207921-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.13 angstrom from atom at 3 in the cif file.",mp-1207921-P6_mmm_processed.cif
mp-1207932-Pm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.71 angstrom from atom at 3 in the cif file.",mp-1207932-Pm-3m_processed.cif
mp-1211637-C2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.13 angstrom from atom at 3 in the cif file.",mp-1211637-C2_m_processed.cif
mp-1212057-Pm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.70 angstrom from atom at 3 in the cif file.",mp-1212057-Pm-3m_processed.cif
mp-1212456-Pm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.39 angstrom from atom at 3 in the cif file.",mp-1212456-Pm-3m_processed.cif
mp-1214440-Im-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.79 angstrom from atom at 3 in the cif file.",mp-1214440-Im-3m_processed.cif
mp-1215094-Cmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 12.89 angstrom from atom at 3 in the cif file.",mp-1215094-Cmmm_processed.cif
mp-1215231-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.53 angstrom from atom at 3 in the cif file.",mp-1215231-Fmmm_processed.cif
mp-1215700-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 5.58 angstrom from atom at 3 in the cif file.",mp-1215700-R-3m_processed.cif
mp-1215820-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.24 angstrom from atom at 3 in the cif file.",mp-1215820-Pmmm_processed.cif
mp-1217339-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.50 angstrom from atom at 3 in the cif file.",mp-1217339-R-3m_processed.cif
mp-1217985-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.21 angstrom from atom at 3 in the cif file.",mp-1217985-R-3m_processed.cif
mp-1218542-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.82 angstrom from atom at 3 in the cif file.",mp-1218542-Pmmm_processed.cif
mp-1218565-P4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.49 angstrom from atom at 3 in the cif file.",mp-1218565-P4_mmm_processed.cif
mp-1218874-P4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.70 angstrom from atom at 3 in the cif file.",mp-1218874-P4_mmm_processed.cif
mp-1219009-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 10.39 angstrom from atom at 3 in the cif file.",mp-1219009-I4_mmm_processed.cif
mp-1219109-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.28 angstrom from atom at 3 in the cif file.",mp-1219109-Pmmm_processed.cif
mp-1219219-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.07 angstrom from atom at 3 in the cif file.",mp-1219219-Fmmm_processed.cif
mp-1219305-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.00 angstrom from atom at 3 in the cif file.",mp-1219305-Pmmm_processed.cif
mp-1219786-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.31 angstrom from atom at 3 in the cif file.",mp-1219786-Pmmm_processed.cif
mp-1220005-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.83 angstrom from atom at 3 in the cif file.",mp-1220005-Immm_processed.cif
mp-1220677-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.28 angstrom from atom at 3 in the cif file.",mp-1220677-Fmmm_processed.cif
mp-1220865-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.27 angstrom from atom at 3 in the cif file.",mp-1220865-Immm_processed.cif
mp-1221325-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.45 angstrom from atom at 3 in the cif file.",mp-1221325-Immm_processed.cif
mp-1221461-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 7.02 angstrom from atom at 3 in the cif file.",mp-1221461-Fmmm_processed.cif
mp-1221661-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.85 angstrom from atom at 3 in the cif file.",mp-1221661-Fmmm_processed.cif
mp-1222217-P4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 4.28 angstrom from atom at 3 in the cif file.",mp-1222217-P4_mmm_processed.cif
mp-1224024-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.20 angstrom from atom at 3 in the cif file.",mp-1224024-Immm_processed.cif
mp-1224571-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 5.34 angstrom from atom at 3 in the cif file.",mp-1224571-R-3m_processed.cif
mp-1225058-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.36 angstrom from atom at 3 in the cif file.",mp-1225058-R-3m_processed.cif
mp-1225135-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 6.10 angstrom from atom at 3 in the cif file.",mp-1225135-Fmmm_processed.cif
mp-1226130-P2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.26 angstrom from atom at 3 in the cif file.",mp-1226130-P2_m_processed.cif
mp-1226230-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.86 angstrom from atom at 3 in the cif file.",mp-1226230-Fmmm_processed.cif
mp-1226502-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 6.14 angstrom from atom at 3 in the cif file.",mp-1226502-R-3m_processed.cif
mp-1228301-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.65 angstrom from atom at 3 in the cif file.",mp-1228301-Pmmm_processed.cif
mp-1233496-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.41 angstrom from atom at 3 in the cif file.",mp-1233496-Pmmm_processed.cif
mp-1238850-P2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.46 angstrom from atom at 3 in the cif file.",mp-1238850-P2_m_processed.cif
mp-1251981-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.97 angstrom from atom at 3 in the cif file.",mp-1251981-Immm_processed.cif
mp-1272760-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.58 angstrom from atom at 3 in the cif file.",mp-1272760-P-1_processed.cif
mp-1275227-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 4.21 angstrom from atom at 3 in the cif file.",mp-1275227-Fmmm_processed.cif
mp-1399132-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.32 angstrom from atom at 3 in the cif file.",mp-1399132-P-1_processed.cif
mp-1517143-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.01 angstrom from atom at 3 in the cif file.",mp-1517143-P-1_processed.cif
mp-1518737-P4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.74 angstrom from atom at 3 in the cif file.",mp-1518737-P4_mmm_processed.cif
mp-1639253-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.50 angstrom from atom at 3 in the cif file.",mp-1639253-P-1_processed.cif
mp-16483-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.52 angstrom from atom at 3 in the cif file.",mp-16483-P6_mmm_processed.cif
mp-17424-Pm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.43 angstrom from atom at 3 in the cif file.",mp-17424-Pm-3m_processed.cif
mp-2028749-Cmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.43 angstrom from atom at 3 in the cif file.",mp-2028749-Cmmm_processed.cif
mp-20780-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.45 angstrom from atom at 3 in the cif file.",mp-20780-P6_mmm_processed.cif
mp-22130-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.14 angstrom from atom at 3 in the cif file.",mp-22130-P6_mmm_processed.cif
mp-2224992-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 0.80 angstrom from atom at 3 in the cif file.",mp-2224992-P-1_processed.cif
mp-2229999-P2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.60 angstrom from atom at 3 in the cif file.",mp-2229999-P2_m_processed.cif
mp-2233035-C2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.53 angstrom from atom at 3 in the cif file.",mp-2233035-C2_m_processed.cif
mp-22508-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.30 angstrom from atom at 3 in the cif file.",mp-22508-I4_mmm_processed.cif
mp-23130-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.69 angstrom from atom at 3 in the cif file.",mp-23130-I4_mmm_processed.cif
mp-23697-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.68 angstrom from atom at 3 in the cif file.",mp-23697-I4_mmm_processed.cif
mp-24081-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 4.25 angstrom from atom at 3 in the cif file.",mp-24081-R-3m_processed.cif
mp-27705-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.61 angstrom from atom at 3 in the cif file.",mp-27705-R-3m_processed.cif
mp-28591-R-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 6.20 angstrom from atom at 3 in the cif file.",mp-28591-R-3m_processed.cif
mp-29352-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.13 angstrom from atom at 3 in the cif file.",mp-29352-Immm_processed.cif
mp-29623-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.96 angstrom from atom at 3 in the cif file.",mp-29623-I4_mmm_processed.cif
mp-30040-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 4.18 angstrom from atom at 3 in the cif file.",mp-30040-I4_mmm_processed.cif
mp-3155-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.84 angstrom from atom at 3 in the cif file.",mp-3155-Immm_processed.cif
mp-32994-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.47 angstrom from atom at 3 in the cif file.",mp-32994-I4_mmm_processed.cif
mp-3346-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 6.21 angstrom from atom at 3 in the cif file.",mp-3346-I4_mmm_processed.cif
mp-4603-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.11 angstrom from atom at 3 in the cif file.",mp-4603-P6_mmm_processed.cif
mp-4634-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.13 angstrom from atom at 3 in the cif file.",mp-4634-P6_mmm_processed.cif
mp-505078-P4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.93 angstrom from atom at 3 in the cif file.",mp-505078-P4_mmm_processed.cif
mp-546142-Cmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.57 angstrom from atom at 3 in the cif file.",mp-546142-Cmmm_processed.cif
mp-557809-C2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.08 angstrom from atom at 3 in the cif file.",mp-557809-C2_m_processed.cif
mp-568541-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.54 angstrom from atom at 3 in the cif file.",mp-568541-Immm_processed.cif
mp-568596-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.58 angstrom from atom at 3 in the cif file.",mp-568596-Fm-3m_processed.cif
mp-5992-I4_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.67 angstrom from atom at 3 in the cif file.",mp-5992-I4_mmm_processed.cif
mp-601193-Im-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.74 angstrom from atom at 3 in the cif file.",mp-601193-Im-3m_processed.cif
mp-614565-Fmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 4.92 angstrom from atom at 3 in the cif file.",mp-614565-Fmmm_processed.cif
mp-622110-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.89 angstrom from atom at 3 in the cif file.",mp-622110-Pmmm_processed.cif
mp-6616-Pmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.42 angstrom from atom at 3 in the cif file.",mp-6616-Pmmm_processed.cif
mp-6799-Im-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.27 angstrom from atom at 3 in the cif file.",mp-6799-Im-3m_processed.cif
mp-690561-C2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.68 angstrom from atom at 3 in the cif file.",mp-690561-C2_m_processed.cif
mp-698397-C2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 0.75 angstrom from atom at 3 in the cif file.",mp-698397-C2_m_processed.cif
mp-724972-Im-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.41 angstrom from atom at 3 in the cif file.",mp-724972-Im-3m_processed.cif
mp-752699-Cmmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.99 angstrom from atom at 3 in the cif file.",mp-752699-Cmmm_processed.cif
mp-753512-P2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.69 angstrom from atom at 3 in the cif file.",mp-753512-P2_m_processed.cif
mp-755528-P2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 4.24 angstrom from atom at 3 in the cif file.",mp-755528-P2_m_processed.cif
mp-756629-Immm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.38 angstrom from atom at 3 in the cif file.",mp-756629-Immm_processed.cif
mp-756814-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.54 angstrom from atom at 3 in the cif file.",mp-756814-P-1_processed.cif
mp-759808-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.01 angstrom from atom at 3 in the cif file.",mp-759808-P-1_processed.cif
mp-765739-P2_m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.73 angstrom from atom at 3 in the cif file.",mp-765739-P2_m_processed.cif
mp-778031-P-1.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.34 angstrom from atom at 3 in the cif file.",mp-778031-P-1_processed.cif
mp-8307-P6_mmm.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.93 angstrom from atom at 3 in the cif file.",mp-8307-P6_mmm_processed.cif
mp-862757-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 3.00 angstrom from atom at 3 in the cif file.",mp-862757-Fm-3m_processed.cif
mp-865000-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.53 angstrom from atom at 3 in the cif file.",mp-865000-Fm-3m_processed.cif
mp-865241-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.46 angstrom from atom at 3 in the cif file.",mp-865241-Fm-3m_processed.cif
mp-976236-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.96 angstrom from atom at 3 in the cif file.",mp-976236-Fm-3m_processed.cif
mp-978505-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 1.53 angstrom from atom at 3 in the cif file.",mp-978505-Fm-3m_processed.cif
mp-978516-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.65 angstrom from atom at 3 in the cif file.",mp-978516-Fm-3m_processed.cif
mp-983566-Fm-3m.cif,"Insert a H atom in the line between atoms at indices 3 and 5, and the inserted atom must be 2.32 angstrom from atom at 3 in the cif file.",mp-983566-Fm-3m_processed.cif
