input_cif,action_prompt,output_cif
mp-1029113.cif,Delete all atoms below the atom at index 1 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1029113_processed.cif
mp-1029368.cif,Delete all atoms below the atom at index 9 in the cif file. Including itself and atoms with the same z coordinate.,mp-1029368_processed.cif
mp-1031131.cif,Delete all atoms below the atom at index 3 in the cif file. Including itself and atoms with the same z coordinate.,mp-1031131_processed.cif
mp-1032360.cif,Delete all atoms below the atom at index 11 in the cif file. Including itself and atoms with the same z coordinate.,mp-1032360_processed.cif
mp-1033383.cif,Delete all atoms below the atom at index 3 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1033383_processed.cif
mp-1034355.cif,Delete all atoms below the atom at index 25 in the cif file. Including itself and atoms with the same z coordinate.,mp-1034355_processed.cif
mp-1035597.cif,Delete all atoms below the atom at index 23 in the cif file. Including itself and atoms with the same z coordinate.,mp-1035597_processed.cif
mp-1035800.cif,Delete all atoms below the atom at index 26 in the cif file. Including itself and atoms with the same z coordinate.,mp-1035800_processed.cif
mp-1037450.cif,Delete all atoms below the atom at index 55 in the cif file. Including itself and atoms with the same z coordinate.,mp-1037450_processed.cif
mp-1038247.cif,Delete all atoms below the atom at index 17 in the cif file. Including itself and atoms with the same z coordinate.,mp-1038247_processed.cif
mp-1038590.cif,Delete all atoms below the atom at index 43 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1038590_processed.cif
mp-1038638.cif,Delete all atoms below the atom at index 44 in the cif file. Including itself and atoms with the same z coordinate.,mp-1038638_processed.cif
mp-1039951.cif,Delete all atoms below the atom at index 43 in the cif file. Including itself and atoms with the same z coordinate.,mp-1039951_processed.cif
mp-1040370.cif,Delete all atoms below the atom at index 48 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1040370_processed.cif
mp-1041045.cif,Delete all atoms below the atom at index 31 in the cif file. Including itself and atoms with the same z coordinate.,mp-1041045_processed.cif
mp-1041056.cif,Delete all atoms below the atom at index 15 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1041056_processed.cif
mp-1041213.cif,Delete all atoms below the atom at index 36 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1041213_processed.cif
mp-1042028.cif,Delete all atoms below the atom at index 10 in the cif file. Including itself and atoms with the same z coordinate.,mp-1042028_processed.cif
mp-1042158.cif,Delete all atoms below the atom at index 23 in the cif file. Including itself and atoms with the same z coordinate.,mp-1042158_processed.cif
mp-1042205.cif,Delete all atoms below the atom at index 14 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1042205_processed.cif
mp-1042378.cif,Delete all atoms below the atom at index 17 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1042378_processed.cif
mp-1042415.cif,Delete all atoms below the atom at index 38 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1042415_processed.cif
mp-1042656.cif,Delete all atoms below the atom at index 17 in the cif file. Including itself and atoms with the same z coordinate.,mp-1042656_processed.cif
mp-1042677.cif,Delete all atoms below the atom at index 3 in the cif file. Including itself and atoms with the same z coordinate.,mp-1042677_processed.cif
mp-1042685.cif,Delete all atoms below the atom at index 75 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1042685_processed.cif
mp-1042896.cif,Delete all atoms below the atom at index 13 in the cif file. Including itself and atoms with the same z coordinate.,mp-1042896_processed.cif
mp-1043828.cif,Delete all atoms below the atom at index 12 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1043828_processed.cif
mp-1044049.cif,Delete all atoms below the atom at index 26 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1044049_processed.cif
mp-1044636.cif,Delete all atoms below the atom at index 29 in the cif file. Including itself and atoms with the same z coordinate.,mp-1044636_processed.cif
mp-1045786.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1045786_processed.cif
mp-1045992.cif,Delete all atoms below the atom at index 13 in the cif file. Including itself and atoms with the same z coordinate.,mp-1045992_processed.cif
mp-1046286.cif,Delete all atoms below the atom at index 16 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1046286_processed.cif
mp-1047007.cif,Delete all atoms below the atom at index 1 in the cif file. Including itself and atoms with the same z coordinate.,mp-1047007_processed.cif
mp-1047085.cif,Delete all atoms below the atom at index 23 in the cif file. Including itself and atoms with the same z coordinate.,mp-1047085_processed.cif
mp-1047504.cif,Delete all atoms below the atom at index 5 in the cif file. Including itself and atoms with the same z coordinate.,mp-1047504_processed.cif
mp-1047641.cif,Delete all atoms below the atom at index 11 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1047641_processed.cif
mp-1047798.cif,Delete all atoms below the atom at index 13 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1047798_processed.cif
mp-1048141.cif,Delete all atoms below the atom at index 16 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1048141_processed.cif
mp-1048241.cif,Delete all atoms below the atom at index 23 in the cif file. Including itself and atoms with the same z coordinate.,mp-1048241_processed.cif
mp-1048742.cif,Delete all atoms below the atom at index 9 in the cif file. Including itself and atoms with the same z coordinate.,mp-1048742_processed.cif
mp-1048819.cif,Delete all atoms below the atom at index 12 in the cif file. Including itself and atoms with the same z coordinate.,mp-1048819_processed.cif
mp-10543.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-10543_processed.cif
mp-1073454.cif,Delete all atoms below the atom at index 22 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1073454_processed.cif
mp-1073857.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1073857_processed.cif
mp-1074382.cif,Delete all atoms below the atom at index 7 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1074382_processed.cif
mp-1075115.cif,Delete all atoms below the atom at index 0 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1075115_processed.cif
mp-1076171.cif,Delete all atoms below the atom at index 24 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1076171_processed.cif
mp-1076264.cif,Delete all atoms below the atom at index 38 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1076264_processed.cif
mp-1080179.cif,Delete all atoms below the atom at index 1 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1080179_processed.cif
mp-1080349.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1080349_processed.cif
mp-1080354.cif,Delete all atoms below the atom at index 23 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1080354_processed.cif
mp-1080713.cif,Delete all atoms below the atom at index 0 in the cif file. Including itself and atoms with the same z coordinate.,mp-1080713_processed.cif
mp-1094804.cif,Delete all atoms below the atom at index 3 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1094804_processed.cif
mp-1095083.cif,Delete all atoms below the atom at index 1 in the cif file. Including itself and atoms with the same z coordinate.,mp-1095083_processed.cif
mp-1095476.cif,Delete all atoms below the atom at index 5 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1095476_processed.cif
mp-1095575.cif,Delete all atoms below the atom at index 7 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1095575_processed.cif
mp-1095585.cif,Delete all atoms below the atom at index 6 in the cif file. Including itself and atoms with the same z coordinate.,mp-1095585_processed.cif
mp-1095643.cif,Delete all atoms below the atom at index 9 in the cif file. Including itself and atoms with the same z coordinate.,mp-1095643_processed.cif
mp-1095675.cif,Delete all atoms below the atom at index 6 in the cif file. Including itself and atoms with the same z coordinate.,mp-1095675_processed.cif
mp-1095677.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1095677_processed.cif
mp-1096913.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1096913_processed.cif
mp-1099100.cif,Delete all atoms below the atom at index 10 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1099100_processed.cif
mp-1100340.cif,Delete all atoms below the atom at index 0 in the cif file. Including itself and atoms with the same z coordinate.,mp-1100340_processed.cif
mp-1100512.cif,Delete all atoms below the atom at index 13 in the cif file. Including itself and atoms with the same z coordinate.,mp-1100512_processed.cif
mp-1100602.cif,Delete all atoms below the atom at index 31 in the cif file. Including itself and atoms with the same z coordinate.,mp-1100602_processed.cif
mp-1100645.cif,Delete all atoms below the atom at index 15 in the cif file. Including itself and atoms with the same z coordinate.,mp-1100645_processed.cif
mp-1100655.cif,Delete all atoms below the atom at index 23 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1100655_processed.cif
mp-1100709.cif,Delete all atoms below the atom at index 4 in the cif file. Including itself and atoms with the same z coordinate.,mp-1100709_processed.cif
mp-1100895.cif,Delete all atoms below the atom at index 24 in the cif file. Including itself and atoms with the same z coordinate.,mp-1100895_processed.cif
mp-1101365.cif,Delete all atoms below the atom at index 45 in the cif file. Including itself and atoms with the same z coordinate.,mp-1101365_processed.cif
mp-1101490.cif,Delete all atoms below the atom at index 49 in the cif file. Including itself and atoms with the same z coordinate.,mp-1101490_processed.cif
mp-1101729.cif,Delete all atoms below the atom at index 26 in the cif file. Including itself and atoms with the same z coordinate.,mp-1101729_processed.cif
mp-1101899.cif,Delete all atoms below the atom at index 9 in the cif file. Including itself and atoms with the same z coordinate.,mp-1101899_processed.cif
mp-1102433.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1102433_processed.cif
mp-1102534.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1102534_processed.cif
mp-1102795.cif,Delete all atoms below the atom at index 9 in the cif file. Including itself and atoms with the same z coordinate.,mp-1102795_processed.cif
mp-1102865.cif,Delete all atoms below the atom at index 9 in the cif file. Including itself and atoms with the same z coordinate.,mp-1102865_processed.cif
mp-1102948.cif,Delete all atoms below the atom at index 10 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1102948_processed.cif
mp-1102963.cif,Delete all atoms below the atom at index 7 in the cif file. Including itself and atoms with the same z coordinate.,mp-1102963_processed.cif
mp-1103212.cif,Delete all atoms below the atom at index 4 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1103212_processed.cif
mp-1103303.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1103303_processed.cif
mp-1103651.cif,Delete all atoms below the atom at index 0 in the cif file. Including itself and atoms with the same z coordinate.,mp-1103651_processed.cif
mp-1104386.cif,Delete all atoms below the atom at index 0 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1104386_processed.cif
mp-1104404.cif,Delete all atoms below the atom at index 3 in the cif file. Including itself and atoms with the same z coordinate.,mp-1104404_processed.cif
mp-1104448.cif,Delete all atoms below the atom at index 4 in the cif file. Including itself and atoms with the same z coordinate.,mp-1104448_processed.cif
mp-1105372.cif,Delete all atoms below the atom at index 5 in the cif file. Including itself and atoms with the same z coordinate.,mp-1105372_processed.cif
mp-1105581.cif,Delete all atoms below the atom at index 12 in the cif file. Including itself and atoms with the same z coordinate.,mp-1105581_processed.cif
mp-1105587.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1105587_processed.cif
mp-1105631.cif,Delete all atoms below the atom at index 19 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1105631_processed.cif
mp-1105736.cif,Delete all atoms below the atom at index 14 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1105736_processed.cif
mp-1105952.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1105952_processed.cif
mp-1105985.cif,Delete all atoms below the atom at index 10 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1105985_processed.cif
mp-1106159.cif,Delete all atoms below the atom at index 16 in the cif file. Including itself and atoms with the same z coordinate.,mp-1106159_processed.cif
mp-1110626.cif,Delete all atoms below the atom at index 0 in the cif file. Including itself and atoms with the same z coordinate.,mp-1110626_processed.cif
mp-1110754.cif,Delete all atoms below the atom at index 9 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1110754_processed.cif
mp-1111211.cif,Delete all atoms below the atom at index 8 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1111211_processed.cif
mp-1111610.cif,Delete all atoms below the atom at index 4 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1111610_processed.cif
mp-1111940.cif,Delete all atoms below the atom at index 9 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1111940_processed.cif
mp-1112257.cif,Delete all atoms below the atom at index 9 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1112257_processed.cif
mp-1112416.cif,Delete all atoms below the atom at index 8 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1112416_processed.cif
mp-11143.cif,Delete all atoms below the atom at index 14 in the cif file. Including itself and atoms with the same z coordinate.,mp-11143_processed.cif
mp-11145.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-11145_processed.cif
mp-1120749.cif,Delete all atoms below the atom at index 31 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1120749_processed.cif
mp-11250.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-11250_processed.cif
mp-1157680.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1157680_processed.cif
mp-1173361.cif,Delete all atoms below the atom at index 10 in the cif file. Including itself and atoms with the same z coordinate.,mp-1173361_processed.cif
mp-1173548.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1173548_processed.cif
mp-1173561.cif,Delete all atoms below the atom at index 14 in the cif file. Including itself and atoms with the same z coordinate.,mp-1173561_processed.cif
mp-1173706.cif,Delete all atoms below the atom at index 8 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1173706_processed.cif
mp-1173883.cif,Delete all atoms below the atom at index 10 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1173883_processed.cif
mp-1174010.cif,Delete all atoms below the atom at index 12 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1174010_processed.cif
mp-1174079.cif,Delete all atoms below the atom at index 17 in the cif file. Including itself and atoms with the same z coordinate.,mp-1174079_processed.cif
mp-1174299.cif,Delete all atoms below the atom at index 13 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1174299_processed.cif
mp-1174536.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1174536_processed.cif
mp-1174549.cif,Delete all atoms below the atom at index 6 in the cif file. Including itself and atoms with the same z coordinate.,mp-1174549_processed.cif
mp-1174561.cif,Delete all atoms below the atom at index 9 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1174561_processed.cif
mp-1174631.cif,Delete all atoms below the atom at index 25 in the cif file. Including itself and atoms with the same z coordinate.,mp-1174631_processed.cif
mp-1174708.cif,Delete all atoms below the atom at index 20 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1174708_processed.cif
mp-1175060.cif,Delete all atoms below the atom at index 4 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1175060_processed.cif
mp-1175670.cif,Delete all atoms below the atom at index 17 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1175670_processed.cif
mp-1175676.cif,Delete all atoms below the atom at index 24 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1175676_processed.cif
mp-1175716.cif,Delete all atoms below the atom at index 0 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1175716_processed.cif
mp-1176074.cif,Delete all atoms below the atom at index 31 in the cif file. Including itself and atoms with the same z coordinate.,mp-1176074_processed.cif
mp-1176243.cif,Delete all atoms below the atom at index 3 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176243_processed.cif
mp-1176471.cif,Delete all atoms below the atom at index 9 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176471_processed.cif
mp-1176486.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176486_processed.cif
mp-1176593.cif,Delete all atoms below the atom at index 5 in the cif file. Including itself and atoms with the same z coordinate.,mp-1176593_processed.cif
mp-1176664.cif,Delete all atoms below the atom at index 48 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176664_processed.cif
mp-1176678.cif,Delete all atoms below the atom at index 18 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176678_processed.cif
mp-1176692.cif,Delete all atoms below the atom at index 5 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176692_processed.cif
mp-1176965.cif,Delete all atoms below the atom at index 77 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1176965_processed.cif
mp-1177279.cif,Delete all atoms below the atom at index 2 in the cif file. Including itself and atoms with the same z coordinate.,mp-1177279_processed.cif
mp-1177537.cif,Delete all atoms below the atom at index 21 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1177537_processed.cif
mp-1177559.cif,Delete all atoms below the atom at index 77 in the cif file. Including itself and atoms with the same z coordinate.,mp-1177559_processed.cif
mp-1177564.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1177564_processed.cif
mp-1177801.cif,Delete all atoms below the atom at index 7 in the cif file. Including itself and atoms with the same z coordinate.,mp-1177801_processed.cif
mp-1178026.cif,Delete all atoms below the atom at index 11 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1178026_processed.cif
mp-1178085.cif,Delete all atoms below the atom at index 5 in the cif file. Including itself and atoms with the same z coordinate.,mp-1178085_processed.cif
mp-1178148.cif,Delete all atoms below the atom at index 26 in the cif file. Including itself and atoms with the same z coordinate.,mp-1178148_processed.cif
mp-1178259.cif,Delete all atoms below the atom at index 20 in the cif file. Including itself and atoms with the same z coordinate.,mp-1178259_processed.cif
mp-1178586.cif,Delete all atoms below the atom at index 49 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1178586_processed.cif
mp-1180130.cif,Delete all atoms below the atom at index 45 in the cif file. Including itself and atoms with the same z coordinate.,mp-1180130_processed.cif
mp-1180252.cif,Delete all atoms below the atom at index 1 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1180252_processed.cif
mp-1180744.cif,Delete all atoms below the atom at index 3 in the cif file. Including itself and atoms with the same z coordinate.,mp-1180744_processed.cif
mp-1180763.cif,Delete all atoms below the atom at index 11 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1180763_processed.cif
mp-1181255.cif,Delete all atoms below the atom at index 37 in the cif file. Including itself and atoms with the same z coordinate.,mp-1181255_processed.cif
mp-1181584.cif,Delete all atoms below the atom at index 35 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1181584_processed.cif
mp-1182011.cif,Delete all atoms below the atom at index 39 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1182011_processed.cif
mp-1182045.cif,Delete all atoms below the atom at index 37 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1182045_processed.cif
mp-1182066.cif,Delete all atoms below the atom at index 69 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1182066_processed.cif
mp-1182302.cif,Delete all atoms below the atom at index 0 in the cif file. Including itself and atoms with the same z coordinate.,mp-1182302_processed.cif
mp-1182516.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1182516_processed.cif
mp-1182952.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1182952_processed.cif
mp-1182993.cif,Delete all atoms below the atom at index 5 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1182993_processed.cif
mp-1185691.cif,Delete all atoms below the atom at index 13 in the cif file. Including itself and atoms with the same z coordinate.,mp-1185691_processed.cif
mp-1185729.cif,Delete all atoms below the atom at index 28 in the cif file. Including itself and atoms with the same z coordinate.,mp-1185729_processed.cif
mp-1185730.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1185730_processed.cif
mp-1186069.cif,Delete all atoms below the atom at index 6 in the cif file. Including itself and atoms with the same z coordinate.,mp-1186069_processed.cif
mp-1188168.cif,Delete all atoms below the atom at index 7 in the cif file. Including itself and atoms with the same z coordinate.,mp-1188168_processed.cif
mp-1188839.cif,Delete all atoms below the atom at index 7 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1188839_processed.cif
mp-1189137.cif,Delete all atoms below the atom at index 9 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1189137_processed.cif
mp-1189325.cif,Delete all atoms below the atom at index 2 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1189325_processed.cif
mp-1189617.cif,Delete all atoms below the atom at index 13 in the cif file. Including itself and atoms with the same z coordinate.,mp-1189617_processed.cif
mp-1190360.cif,Delete all atoms below the atom at index 6 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1190360_processed.cif
mp-1190450.cif,Delete all atoms below the atom at index 10 in the cif file. Including itself and atoms with the same z coordinate.,mp-1190450_processed.cif
mp-1190471.cif,Delete all atoms below the atom at index 12 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1190471_processed.cif
mp-1190593.cif,Delete all atoms below the atom at index 14 in the cif file. Including itself and atoms with the same z coordinate.,mp-1190593_processed.cif
mp-1190765.cif,Delete all atoms below the atom at index 20 in the cif file. Including itself and atoms with the same z coordinate.,mp-1190765_processed.cif
mp-1190906.cif,Delete all atoms below the atom at index 13 in the cif file. Including itself and atoms with the same z coordinate.,mp-1190906_processed.cif
mp-1191263.cif,Delete all atoms below the atom at index 17 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1191263_processed.cif
mp-1191575.cif,Delete all atoms below the atom at index 21 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1191575_processed.cif
mp-1191633.cif,Delete all atoms below the atom at index 20 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1191633_processed.cif
mp-1191681.cif,Delete all atoms below the atom at index 14 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1191681_processed.cif
mp-1192077.cif,Delete all atoms below the atom at index 3 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1192077_processed.cif
mp-1192111.cif,Delete all atoms below the atom at index 11 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1192111_processed.cif
mp-1192527.cif,Delete all atoms below the atom at index 3 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1192527_processed.cif
mp-1192550.cif,Delete all atoms below the atom at index 18 in the cif file. Including itself and atoms with the same z coordinate.,mp-1192550_processed.cif
mp-1192556.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1192556_processed.cif
mp-1192588.cif,Delete all atoms below the atom at index 22 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1192588_processed.cif
mp-1192755.cif,Delete all atoms below the atom at index 14 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1192755_processed.cif
mp-1192984.cif,Delete all atoms below the atom at index 14 in the cif file. Including itself and atoms with the same z coordinate.,mp-1192984_processed.cif
mp-1193276.cif,Delete all atoms below the atom at index 18 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1193276_processed.cif
mp-1193461.cif,Delete all atoms below the atom at index 8 in the cif file. Including itself and atoms with the same z coordinate.,mp-1193461_processed.cif
mp-1193658.cif,Delete all atoms below the atom at index 1 in the cif file. Including itself and atoms with the same z coordinate.,mp-1193658_processed.cif
mp-1193669.cif,Delete all atoms below the atom at index 11 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1193669_processed.cif
mp-1193753.cif,Delete all atoms below the atom at index 26 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1193753_processed.cif
mp-1194315.cif,Delete all atoms below the atom at index 5 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1194315_processed.cif
mp-1194467.cif,Delete all atoms below the atom at index 14 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1194467_processed.cif
mp-1194648.cif,Delete all atoms below the atom at index 51 in the cif file. Including itself and atoms with the same z coordinate.,mp-1194648_processed.cif
mp-1194808.cif,Delete all atoms below the atom at index 18 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1194808_processed.cif
mp-1194897.cif,Delete all atoms below the atom at index 3 in the cif file. Excluding itself and atoms with the same z coordinate.,mp-1194897_processed.cif
