input_cif,action_prompt,output_cif
mp-1111940.cif,"Insert a H atom in the line between atoms at indices 8 and 9, and the inserted atom must be 1.42 angstrom from atom at 8 in the cif file.",mp-1111940_processed.cif
mp-1112257.cif,"Insert a H atom in the line between atoms at indices 8 and 9, and the inserted atom must be 1.53 angstrom from atom at 8 in the cif file.",mp-1112257_processed.cif
mp-1112416.cif,"Insert a H atom in the line between atoms at indices 8 and 9, and the inserted atom must be 1.63 angstrom from atom at 8 in the cif file.",mp-1112416_processed.cif
mp-11143.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 2.94 angstrom from atom at 26 in the cif file.",mp-11143_processed.cif
mp-11145.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 1.96 angstrom from atom at 26 in the cif file.",mp-11145_processed.cif
mp-1120749.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 1.24 angstrom from atom at 30 in the cif file.",mp-1120749_processed.cif
mp-11250.cif,"Insert a H atom in the line between atoms at indices 10 and 11, and the inserted atom must be 3.31 angstrom from atom at 10 in the cif file.",mp-11250_processed.cif
mp-1157680.cif,"Insert a H atom in the line between atoms at indices 18 and 19, and the inserted atom must be 3.34 angstrom from atom at 18 in the cif file.",mp-1157680_processed.cif
mp-1173361.cif,"Insert a H atom in the line between atoms at indices 9 and 10, and the inserted atom must be 2.75 angstrom from atom at 9 in the cif file.",mp-1173361_processed.cif
mp-1173548.cif,"Insert a H atom in the line between atoms at indices 20 and 21, and the inserted atom must be 3.14 angstrom from atom at 20 in the cif file.",mp-1173548_processed.cif
mp-1173561.cif,"Insert a H atom in the line between atoms at indices 50 and 51, and the inserted atom must be 3.31 angstrom from atom at 50 in the cif file.",mp-1173561_processed.cif
mp-1173706.cif,"Insert a H atom in the line between atoms at indices 38 and 39, and the inserted atom must be 3.55 angstrom from atom at 38 in the cif file.",mp-1173706_processed.cif
mp-1173883.cif,"Insert a H atom in the line between atoms at indices 10 and 11, and the inserted atom must be 1.22 angstrom from atom at 10 in the cif file.",mp-1173883_processed.cif
mp-1174010.cif,"Insert a H atom in the line between atoms at indices 18 and 19, and the inserted atom must be 4.56 angstrom from atom at 18 in the cif file.",mp-1174010_processed.cif
mp-1174079.cif,"Insert a H atom in the line between atoms at indices 18 and 19, and the inserted atom must be 1.42 angstrom from atom at 18 in the cif file.",mp-1174079_processed.cif
mp-1174299.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 3.98 angstrom from atom at 26 in the cif file.",mp-1174299_processed.cif
mp-1174536.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 2.31 angstrom from atom at 26 in the cif file.",mp-1174536_processed.cif
mp-1174549.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 2.35 angstrom from atom at 26 in the cif file.",mp-1174549_processed.cif
mp-1174561.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 6.63 angstrom from atom at 26 in the cif file.",mp-1174561_processed.cif
mp-1174631.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 2.25 angstrom from atom at 26 in the cif file.",mp-1174631_processed.cif
mp-1174708.cif,"Insert a H atom in the line between atoms at indices 22 and 23, and the inserted atom must be 1.32 angstrom from atom at 22 in the cif file.",mp-1174708_processed.cif
mp-1175060.cif,"Insert a H atom in the line between atoms at indices 22 and 23, and the inserted atom must be 1.29 angstrom from atom at 22 in the cif file.",mp-1175060_processed.cif
mp-1175670.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 1.28 angstrom from atom at 30 in the cif file.",mp-1175670_processed.cif
mp-1175676.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 1.27 angstrom from atom at 30 in the cif file.",mp-1175676_processed.cif
mp-1175716.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 2.30 angstrom from atom at 30 in the cif file.",mp-1175716_processed.cif
mp-1176074.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 2.30 angstrom from atom at 30 in the cif file.",mp-1176074_processed.cif
mp-1176243.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 2.36 angstrom from atom at 30 in the cif file.",mp-1176243_processed.cif
mp-1176471.cif,"Insert a H atom in the line between atoms at indices 18 and 19, and the inserted atom must be 7.89 angstrom from atom at 18 in the cif file.",mp-1176471_processed.cif
mp-1176486.cif,"Insert a H atom in the line between atoms at indices 34 and 35, and the inserted atom must be 1.31 angstrom from atom at 34 in the cif file.",mp-1176486_processed.cif
mp-1176593.cif,"Insert a H atom in the line between atoms at indices 34 and 35, and the inserted atom must be 3.68 angstrom from atom at 34 in the cif file.",mp-1176593_processed.cif
mp-1176664.cif,"Insert a H atom in the line between atoms at indices 74 and 75, and the inserted atom must be 2.62 angstrom from atom at 74 in the cif file.",mp-1176664_processed.cif
mp-1176678.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 1.32 angstrom from atom at 26 in the cif file.",mp-1176678_processed.cif
mp-1176692.cif,"Insert a H atom in the line between atoms at indices 20 and 21, and the inserted atom must be 0.99 angstrom from atom at 20 in the cif file.",mp-1176692_processed.cif
mp-1176965.cif,"Insert a H atom in the line between atoms at indices 78 and 79, and the inserted atom must be 2.88 angstrom from atom at 78 in the cif file.",mp-1176965_processed.cif
mp-1177279.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 1.12 angstrom from atom at 26 in the cif file.",mp-1177279_processed.cif
mp-1177537.cif,"Insert a H atom in the line between atoms at indices 20 and 21, and the inserted atom must be 2.37 angstrom from atom at 20 in the cif file.",mp-1177537_processed.cif
mp-1177559.cif,"Insert a H atom in the line between atoms at indices 78 and 79, and the inserted atom must be 2.89 angstrom from atom at 78 in the cif file.",mp-1177559_processed.cif
mp-1177564.cif,"Insert a H atom in the line between atoms at indices 78 and 79, and the inserted atom must be 2.48 angstrom from atom at 78 in the cif file.",mp-1177564_processed.cif
mp-1177801.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 2.69 angstrom from atom at 26 in the cif file.",mp-1177801_processed.cif
mp-1178026.cif,"Insert a H atom in the line between atoms at indices 12 and 13, and the inserted atom must be 2.41 angstrom from atom at 12 in the cif file.",mp-1178026_processed.cif
mp-1178085.cif,"Insert a H atom in the line between atoms at indices 38 and 39, and the inserted atom must be 1.45 angstrom from atom at 38 in the cif file.",mp-1178085_processed.cif
mp-1178148.cif,"Insert a H atom in the line between atoms at indices 26 and 27, and the inserted atom must be 1.27 angstrom from atom at 26 in the cif file.",mp-1178148_processed.cif
mp-1178259.cif,"Insert a H atom in the line between atoms at indices 46 and 47, and the inserted atom must be 2.99 angstrom from atom at 46 in the cif file.",mp-1178259_processed.cif
mp-1178586.cif,"Insert a H atom in the line between atoms at indices 87 and 88, and the inserted atom must be 5.25 angstrom from atom at 87 in the cif file.",mp-1178586_processed.cif
mp-1180130.cif,"Insert a H atom in the line between atoms at indices 50 and 51, and the inserted atom must be 3.03 angstrom from atom at 50 in the cif file.",mp-1180130_processed.cif
mp-1180252.cif,"Insert a H atom in the line between atoms at indices 16 and 17, and the inserted atom must be 2.85 angstrom from atom at 16 in the cif file.",mp-1180252_processed.cif
mp-1180744.cif,"Insert a H atom in the line between atoms at indices 30 and 31, and the inserted atom must be 3.38 angstrom from atom at 30 in the cif file.",mp-1180744_processed.cif
mp-1180763.cif,"Insert a H atom in the line between atoms at indices 32 and 33, and the inserted atom must be 3.47 angstrom from atom at 32 in the cif file.",mp-1180763_processed.cif
mp-1181255.cif,"Insert a H atom in the line between atoms at indices 98 and 99, and the inserted atom must be 1.42 angstrom from atom at 98 in the cif file.",mp-1181255_processed.cif
mp-1181584.cif,"Insert a H atom in the line between atoms at indices 42 and 43, and the inserted atom must be 1.29 angstrom from atom at 42 in the cif file.",mp-1181584_processed.cif
